Month,Year,Area,FunctionalGroup,TotalWeight,TotalBiomass,Depth,NOX,NO3,NO2,NH4,TN,DIN,TON,TP,SRP,ChlA,TOC,Sal_S,Sal_B,Temp_S,Temp_B,DO_S,DO_B,Turb,pH
July,2001,Taylor,invertivore,0.735947896,0.105135417,2.02,0.3452,0.2068,0.1384,1.1542,32.669,1.499,31.17,0.2684,0.0244,0.5966,632.3126,39.22,39.22,30.24,30.18,6.2,6.32,4.678,NA
July,2001,Taylor,algivore,0.109984073,0.01571201,2.02,0.3452,0.2068,0.1384,1.1542,32.669,1.499,31.17,0.2684,0.0244,0.5966,632.3126,39.22,39.22,30.24,30.18,6.2,6.32,4.678,NA
July,2002,Shark,invertivore,1.462088266,0.208869746,2.566666667,0.699666667,0.545333333,0.154333333,0.733666667,24.23966667,1.433333333,22.80633333,0.754333333,0.032666667,4.332,988.8196667,6.156666667,7.19,28.88666667,28.71333333,5.923333333,5.996666667,2.863333333,7.553333333
July,2002,Shark,detrivore,0.564959946,0.080708564,2.566666667,0.699666667,0.545333333,0.154333333,0.733666667,24.23966667,1.433333333,22.80633333,0.754333333,0.032666667,4.332,988.8196667,6.156666667,7.19,28.88666667,28.71333333,5.923333333,5.996666667,2.863333333,7.553333333
July,2002,Shark,algivore,0.150245202,0.0214636,2.566666667,0.699666667,0.545333333,0.154333333,0.733666667,24.23966667,1.433333333,22.80633333,0.754333333,0.032666667,4.332,988.8196667,6.156666667,7.19,28.88666667,28.71333333,5.923333333,5.996666667,2.863333333,7.553333333
July,2002,Shark,omnivore,0.079752258,0.011393178,2.566666667,0.699666667,0.545333333,0.154333333,0.733666667,24.23966667,1.433333333,22.80633333,0.754333333,0.032666667,4.332,988.8196667,6.156666667,7.19,28.88666667,28.71333333,5.923333333,5.996666667,2.863333333,7.553333333
July,2002,Shark,piscivore,0.02282476,0.00326068,2.566666667,0.699666667,0.545333333,0.154333333,0.733666667,24.23966667,1.433333333,22.80633333,0.754333333,0.032666667,4.332,988.8196667,6.156666667,7.19,28.88666667,28.71333333,5.923333333,5.996666667,2.863333333,7.553333333
July,2002,Taylor,detrivore,0.14349896,0.02049985,2.083333333,1.3675,1.195666667,0.171666667,3.417666667,14.35216667,4.785333333,9.5665,0.304666667,0.068166667,2.046,649.1078333,22.39333333,22.805,28.185,28.13166667,4.826666667,4.7,3.598333333,8.141666667
July,2002,Taylor,invertivore,0.237443652,0.033920522,2.083333333,1.3675,1.195666667,0.171666667,3.417666667,14.35216667,4.785333333,9.5665,0.304666667,0.068166667,2.046,649.1078333,22.39333333,22.805,28.185,28.13166667,4.826666667,4.7,3.598333333,8.141666667
July,2002,Taylor,omnivore,0.178019788,0.0254314,2.083333333,1.3675,1.195666667,0.171666667,3.417666667,14.35216667,4.785333333,9.5665,0.304666667,0.068166667,2.046,649.1078333,22.39333333,22.805,28.185,28.13166667,4.826666667,4.7,3.598333333,8.141666667
July,2003,Shark,invertivore,7.352118936,1.050302706,2.566666667,0.759,0.586,0.173333333,0.827,35.74,1.586,34.154,0.335,0.064666667,2.138666667,959.7636667,10.65666667,10.74666667,30.74666667,30.68333333,4.37,3.81,1.12,7.546666667
July,2003,Shark,algivore,0.430031241,0.061433034,2.566666667,0.759,0.586,0.173333333,0.827,35.74,1.586,34.154,0.335,0.064666667,2.138666667,959.7636667,10.65666667,10.74666667,30.74666667,30.68333333,4.37,3.81,1.12,7.546666667
July,2003,Shark,piscivore,14.81760684,2.116800982,2.566666667,0.759,0.586,0.173333333,0.827,35.74,1.586,34.154,0.335,0.064666667,2.138666667,959.7636667,10.65666667,10.74666667,30.74666667,30.68333333,4.37,3.81,1.12,7.546666667
July,2003,Shark,planktivore,0.35343261,0.050490378,2.566666667,0.759,0.586,0.173333333,0.827,35.74,1.586,34.154,0.335,0.064666667,2.138666667,959.7636667,10.65666667,10.74666667,30.74666667,30.68333333,4.37,3.81,1.12,7.546666667
July,2003,Shark,omnivore,0.463226157,0.066175166,2.566666667,0.759,0.586,0.173333333,0.827,35.74,1.586,34.154,0.335,0.064666667,2.138666667,959.7636667,10.65666667,10.74666667,30.74666667,30.68333333,4.37,3.81,1.12,7.546666667
July,2003,Shark,detrivore,3.015770734,0.43082439,2.566666667,0.759,0.586,0.173333333,0.827,35.74,1.586,34.154,0.335,0.064666667,2.138666667,959.7636667,10.65666667,10.74666667,30.74666667,30.68333333,4.37,3.81,1.12,7.546666667
July,2003,Taylor,invertivore,1.594980738,0.179152661,2.083333333,1.06,0.887333333,0.173,3.1175,30.13783333,4.1775,25.96066667,0.2355,0.099666667,0.723333333,626.0938333,25.19666667,25.46666667,29.71333333,29.70333333,5.666666667,5.736666667,3.706666667,8.115
July,2003,Taylor,planktivore,0.111918666,0.015988376,2.083333333,1.06,0.887333333,0.173,3.1175,30.13783333,4.1775,25.96066667,0.2355,0.099666667,0.723333333,626.0938333,25.19666667,25.46666667,29.71333333,29.70333333,5.666666667,5.736666667,3.706666667,8.115
July,2003,Taylor,omnivore,1.197140343,0.17102005,2.083333333,1.06,0.887333333,0.173,3.1175,30.13783333,4.1775,25.96066667,0.2355,0.099666667,0.723333333,626.0938333,25.19666667,25.46666667,29.71333333,29.70333333,5.666666667,5.736666667,3.706666667,8.115
July,2003,Taylor,detrivore,0.239550438,0.03422149,2.083333333,1.06,0.887333333,0.173,3.1175,30.13783333,4.1775,25.96066667,0.2355,0.099666667,0.723333333,626.0938333,25.19666667,25.46666667,29.71333333,29.70333333,5.666666667,5.736666667,3.706666667,8.115
July,2003,Taylor,piscivore,0.85422979,0.12203282,2.083333333,1.06,0.887333333,0.173,3.1175,30.13783333,4.1775,25.96066667,0.2355,0.099666667,0.723333333,626.0938333,25.19666667,25.46666667,29.71333333,29.70333333,5.666666667,5.736666667,3.706666667,8.115
July,2004,Shark,invertivore,11.53064987,1.651086132,2.566666667,0.928,0.763333333,0.164666667,0.877,38.564,1.805,36.75966667,0.292666667,0.036333333,2.49,1272.924667,19.49666667,20.44666667,30.76666667,29.73666667,5.2,5.4,1.493333333,7.836666667
July,2004,Shark,detrivore,0.39452239,0.05636034,2.566666667,0.928,0.763333333,0.164666667,0.877,38.564,1.805,36.75966667,0.292666667,0.036333333,2.49,1272.924667,19.49666667,20.44666667,30.76666667,29.73666667,5.2,5.4,1.493333333,7.836666667
July,2004,Shark,planktivore,0.611958688,0.087422668,2.566666667,0.928,0.763333333,0.164666667,0.877,38.564,1.805,36.75966667,0.292666667,0.036333333,2.49,1272.924667,19.49666667,20.44666667,30.76666667,29.73666667,5.2,5.4,1.493333333,7.836666667
July,2004,Shark,algivore,0.054182045,0.00774029,2.566666667,0.928,0.763333333,0.164666667,0.877,38.564,1.805,36.75966667,0.292666667,0.036333333,2.49,1272.924667,19.49666667,20.44666667,30.76666667,29.73666667,5.2,5.4,1.493333333,7.836666667
July,2004,Shark,omnivore,0.418831592,0.060750942,2.566666667,0.928,0.763333333,0.164666667,0.877,38.564,1.805,36.75966667,0.292666667,0.036333333,2.49,1272.924667,19.49666667,20.44666667,30.76666667,29.73666667,5.2,5.4,1.493333333,7.836666667
March,2000,Shark,piscivore,0.02438867,0.32419949,2.566666667,2.279333333,2.209333333,0.077333333,0.729333333,34.97733333,3.008666667,31.96866667,0.574,0.029333333,3.829333333,1160.340333,13,13.26666667,24.2,23.93333333,7.933333333,7.966666667,2.52,NA
May,1996,Taylor,omnivore,1.062545613,0.151792233,2.083333333,0.5525,0.422833333,0.130333333,1.855666667,48.02966667,2.408166667,45.6215,0.3565,0.053666667,0.809,632.5591667,29.83333333,29.83333333,26.93333333,26.91666667,6.683333333,6.8,10.2,NA
May,1996,Taylor,invertivore,1.08039436,0.15434205,2.083333333,0.5525,0.422833333,0.130333333,1.855666667,48.02966667,2.408166667,45.6215,0.3565,0.053666667,0.809,632.5591667,29.83333333,29.83333333,26.93333333,26.91666667,6.683333333,6.8,10.2,NA
May,1996,Taylor,piscivore,0.02558319,0.00365474,2.083333333,0.5525,0.422833333,0.130333333,1.855666667,48.02966667,2.408166667,45.6215,0.3565,0.053666667,0.809,632.5591667,29.83333333,29.83333333,26.93333333,26.91666667,6.683333333,6.8,10.2,NA
May,1996,Taylor,planktivore,0.21768717,0.03109817,2.083333333,0.5525,0.422833333,0.130333333,1.855666667,48.02966667,2.408166667,45.6215,0.3565,0.053666667,0.809,632.5591667,29.83333333,29.83333333,26.93333333,26.91666667,6.683333333,6.8,10.2,NA
October,1996,Shark,invertivore,5.274347923,0.753478276,2.566666667,1.224,1.034666667,0.189333333,0.469666667,59.845,1.693333333,58.152,0.516,0.055333333,1.792,1164.444667,8.466666667,8.566666667,25.73333333,25.7,4.766666667,4.833333333,2.816666667,NA
October,1996,Shark,planktivore,0.05671623,0.00810232,2.566666667,1.224,1.034666667,0.189333333,0.469666667,59.845,1.693333333,58.152,0.516,0.055333333,1.792,1164.444667,8.466666667,8.566666667,25.73333333,25.7,4.766666667,4.833333333,2.816666667,NA
October,1996,Shark,omnivore,0.935154821,0.133593547,2.566666667,1.224,1.034666667,0.189333333,0.469666667,59.845,1.693333333,58.152,0.516,0.055333333,1.792,1164.444667,8.466666667,8.566666667,25.73333333,25.7,4.766666667,4.833333333,2.816666667,NA
October,1996,Shark,algivore,0.638661521,0.09123736,2.566666667,1.224,1.034666667,0.189333333,0.469666667,59.845,1.693333333,58.152,0.516,0.055333333,1.792,1164.444667,8.466666667,8.566666667,25.73333333,25.7,4.766666667,4.833333333,2.816666667,NA
October,1996,Taylor,planktivore,0.38024625,0.054320895,2.083333333,1.560166667,1.282833333,0.277833333,6.293,56.27816667,7.853,48.42516667,0.336,0.014833333,1.906833333,728.111,21.81666667,21.83333333,24.6,24.6,6.216666667,6.183333333,10.05833333,NA
October,1996,Taylor,piscivore,0.47681191,0.06811599,2.083333333,1.560166667,1.282833333,0.277833333,6.293,56.27816667,7.853,48.42516667,0.336,0.014833333,1.906833333,728.111,21.81666667,21.83333333,24.6,24.6,6.216666667,6.183333333,10.05833333,NA
October,1996,Taylor,invertivore,2.219008467,0.317001219,2.083333333,1.560166667,1.282833333,0.277833333,6.293,56.27816667,7.853,48.42516667,0.336,0.014833333,1.906833333,728.111,21.81666667,21.83333333,24.6,24.6,6.216666667,6.183333333,10.05833333,NA
October,1996,Taylor,algivore,0.02737194,0.003910277,2.083333333,1.560166667,1.282833333,0.277833333,6.293,56.27816667,7.853,48.42516667,0.336,0.014833333,1.906833333,728.111,21.81666667,21.83333333,24.6,24.6,6.216666667,6.183333333,10.05833333,NA
October,1996,Taylor,omnivore,0.583455824,0.083350831,2.083333333,1.560166667,1.282833333,0.277833333,6.293,56.27816667,7.853,48.42516667,0.336,0.014833333,1.906833333,728.111,21.81666667,21.83333333,24.6,24.6,6.216666667,6.183333333,10.05833333,NA
October,1996,Taylor,detrivore,0.28017855,0.040025505,2.083333333,1.560166667,1.282833333,0.277833333,6.293,56.27816667,7.853,48.42516667,0.336,0.014833333,1.906833333,728.111,21.81666667,21.83333333,24.6,24.6,6.216666667,6.183333333,10.05833333,NA
October,1997,Shark,omnivore,0.966693546,0.138099078,2.566666667,1.365,1.223,0.143,1.187666667,63.412,2.552666667,60.85966667,0.646,0.041,2.582,1160.069667,4.6,4.666666667,28.26666667,28.26666667,7.166666667,7.2,2.08,NA
October,1997,Shark,invertivore,15.60350287,2.229071841,2.566666667,1.365,1.223,0.143,1.187666667,63.412,2.552666667,60.85966667,0.646,0.041,2.582,1160.069667,4.6,4.666666667,28.26666667,28.26666667,7.166666667,7.2,2.08,NA
October,1997,Shark,planktivore,0.52582073,0.07511725,2.566666667,1.365,1.223,0.143,1.187666667,63.412,2.552666667,60.85966667,0.646,0.041,2.582,1160.069667,4.6,4.666666667,28.26666667,28.26666667,7.166666667,7.2,2.08,NA
October,1997,Shark,algivore,3.193213916,0.456173417,2.566666667,1.365,1.223,0.143,1.187666667,63.412,2.552666667,60.85966667,0.646,0.041,2.582,1160.069667,4.6,4.666666667,28.26666667,28.26666667,7.166666667,7.2,2.08,NA
October,1997,Shark,piscivore,6.507195565,0.929599365,2.566666667,1.365,1.223,0.143,1.187666667,63.412,2.552666667,60.85966667,0.646,0.041,2.582,1160.069667,4.6,4.666666667,28.26666667,28.26666667,7.166666667,7.2,2.08,NA
October,1997,Shark,detrivore,0.79510383,0.11358626,2.566666667,1.365,1.223,0.143,1.187666667,63.412,2.552666667,60.85966667,0.646,0.041,2.582,1160.069667,4.6,4.666666667,28.26666667,28.26666667,7.166666667,7.2,2.08,NA
October,1997,Taylor,invertivore,3.277626503,0.468232353,2.083333333,1.241,1.0605,0.180666667,2.771,47.58016667,4.011833333,43.56833333,0.336,0.026833333,0.906166667,665.8541667,22.31666667,24.21666667,24.8,25.2,5.85,5.7,3.166666667,NA
October,1997,Taylor,omnivore,0.762502144,0.108928875,2.083333333,1.241,1.0605,0.180666667,2.771,47.58016667,4.011833333,43.56833333,0.336,0.026833333,0.906166667,665.8541667,22.31666667,24.21666667,24.8,25.2,5.85,5.7,3.166666667,NA
October,1997,Taylor,piscivore,0.385931743,0.055133107,2.083333333,1.241,1.0605,0.180666667,2.771,47.58016667,4.011833333,43.56833333,0.336,0.026833333,0.906166667,665.8541667,22.31666667,24.21666667,24.8,25.2,5.85,5.7,3.166666667,NA
October,1997,Taylor,algivore,0.04697362,0.006710517,2.083333333,1.241,1.0605,0.180666667,2.771,47.58016667,4.011833333,43.56833333,0.336,0.026833333,0.906166667,665.8541667,22.31666667,24.21666667,24.8,25.2,5.85,5.7,3.166666667,NA
October,1997,Taylor,detrivore,0.8162485,0.11660693,2.083333333,1.241,1.0605,0.180666667,2.771,47.58016667,4.011833333,43.56833333,0.336,0.026833333,0.906166667,665.8541667,22.31666667,24.21666667,24.8,25.2,5.85,5.7,3.166666667,NA
October,1997,Taylor,planktivore,0.08241547,0.01177364,2.083333333,1.241,1.0605,0.180666667,2.771,47.58016667,4.011833333,43.56833333,0.336,0.026833333,0.906166667,665.8541667,22.31666667,24.21666667,24.8,25.2,5.85,5.7,3.166666667,NA
October,1998,Shark,invertivore,6.622007447,0.946001064,2.566666667,1.021333333,0.879666667,0.141666667,1.127,40.26133333,2.147666667,38.114,0.778666667,0.183666667,6.954333333,936.521,16.16666667,16.43333333,28.9,30.16666667,3.8,3.666666667,3.866666667,NA
October,1998,Shark,detrivore,0.61379772,0.08768539,2.566666667,1.021333333,0.879666667,0.141666667,1.127,40.26133333,2.147666667,38.114,0.778666667,0.183666667,6.954333333,936.521,16.16666667,16.43333333,28.9,30.16666667,3.8,3.666666667,3.866666667,NA
October,1998,Shark,omnivore,0.821710784,0.117387253,2.566666667,1.021333333,0.879666667,0.141666667,1.127,40.26133333,2.147666667,38.114,0.778666667,0.183666667,6.954333333,936.521,16.16666667,16.43333333,28.9,30.16666667,3.8,3.666666667,3.866666667,NA
October,1998,Shark,algivore,2.369040282,0.338434326,2.566666667,1.021333333,0.879666667,0.141666667,1.127,40.26133333,2.147666667,38.114,0.778666667,0.183666667,6.954333333,936.521,16.16666667,16.43333333,28.9,30.16666667,3.8,3.666666667,3.866666667,NA
October,1998,Shark,piscivore,4.41896886,0.63128127,2.566666667,1.021333333,0.879666667,0.141666667,1.127,40.26133333,2.147666667,38.114,0.778666667,0.183666667,6.954333333,936.521,16.16666667,16.43333333,28.9,30.16666667,3.8,3.666666667,3.866666667,NA
October,1998,Taylor,algivore,0.17316536,0.024737908,2.4,0.04,0,0.04,0.133,33.35,0.173,33.177,0.956,0.288,9.71,617.667,34.4,34.3,29.1,29.2,5.7,5.9,21.35,NA
October,1998,Taylor,omnivore,0.683415519,0.097630788,2.4,0.04,0,0.04,0.133,33.35,0.173,33.177,0.956,0.288,9.71,617.667,34.4,34.3,29.1,29.2,5.7,5.9,21.35,NA
October,1998,Taylor,invertivore,3.3374046,0.476772088,2.4,0.04,0,0.04,0.133,33.35,0.173,33.177,0.956,0.288,9.71,617.667,34.4,34.3,29.1,29.2,5.7,5.9,21.35,NA
October,1998,Taylor,piscivore,0.06853237,0.00979034,2.4,0.04,0,0.04,0.133,33.35,0.173,33.177,0.956,0.288,9.71,617.667,34.4,34.3,29.1,29.2,5.7,5.9,21.35,NA
October,1998,Taylor,detrivore,2.58494245,0.36927749,2.4,0.04,0,0.04,0.133,33.35,0.173,33.177,0.956,0.288,9.71,617.667,34.4,34.3,29.1,29.2,5.7,5.9,21.35,NA
October,1999,Shark,omnivore,0.978394863,0.139770693,2.566666667,3.486333333,3.209666667,0.276666667,2.062,33.269,5.547666667,27.72133333,0.779333333,-3332.948333,2.050666667,811.9166667,3.466666667,3.933333333,27.03333333,26.9,7.133333333,7.166666667,2.176666667,NA
October,1999,Shark,invertivore,3.382056083,0.483150877,2.566666667,3.486333333,3.209666667,0.276666667,2.062,33.269,5.547666667,27.72133333,0.779333333,-3332.948333,2.050666667,811.9166667,3.466666667,3.933333333,27.03333333,26.9,7.133333333,7.166666667,2.176666667,NA
October,1999,Shark,algivore,1.422595377,0.20322791,2.566666667,3.486333333,3.209666667,0.276666667,2.062,33.269,5.547666667,27.72133333,0.779333333,-3332.948333,2.050666667,811.9166667,3.466666667,3.933333333,27.03333333,26.9,7.133333333,7.166666667,2.176666667,NA
October,1999,Shark,piscivore,0.20314845,0.02902121,2.566666667,3.486333333,3.209666667,0.276666667,2.062,33.269,5.547666667,27.72133333,0.779333333,-3332.948333,2.050666667,811.9166667,3.466666667,3.933333333,27.03333333,26.9,7.133333333,7.166666667,2.176666667,NA
October,1999,Taylor,detrivore,0.979686063,0.139955153,2.083333333,2.4795,2.1715,0.308,16.934,40.83666667,19.41333333,21.48483333,0.554,0.119833333,4.680166667,607.0348333,18.76666667,19.15,23.55,23.55,5.15,5.1,18.36166667,NA
October,1999,Taylor,invertivore,1.599287172,0.228469595,2.083333333,2.4795,2.1715,0.308,16.934,40.83666667,19.41333333,21.48483333,0.554,0.119833333,4.680166667,607.0348333,18.76666667,19.15,23.55,23.55,5.15,5.1,18.36166667,NA
October,1999,Taylor,omnivore,0.417121801,0.05958883,2.083333333,2.4795,2.1715,0.308,16.934,40.83666667,19.41333333,21.48483333,0.554,0.119833333,4.680166667,607.0348333,18.76666667,19.15,23.55,23.55,5.15,5.1,18.36166667,NA
October,1999,Taylor,piscivore,0.03462156,0.00494594,2.083333333,2.4795,2.1715,0.308,16.934,40.83666667,19.41333333,21.48483333,0.554,0.119833333,4.680166667,607.0348333,18.76666667,19.15,23.55,23.55,5.15,5.1,18.36166667,NA
October,2000,Shark,algivore,2.99618364,0.428026233,2.566666667,0.891666667,0.762333333,0.129333333,0.988333333,31.59166667,1.88,29.712,0.364333333,0.041,1.004,692.5556667,-3329.333333,-3327.6,27.8,27.73333333,6.466666667,6.366666667,1.613333333,NA
October,2000,Shark,invertivore,17.84214381,2.548877691,2.566666667,0.891666667,0.762333333,0.129333333,0.988333333,31.59166667,1.88,29.712,0.364333333,0.041,1.004,692.5556667,-3329.333333,-3327.6,27.8,27.73333333,6.466666667,6.366666667,1.613333333,NA
October,2000,Shark,detrivore,1.484429177,0.21206131,2.566666667,0.891666667,0.762333333,0.129333333,0.988333333,31.59166667,1.88,29.712,0.364333333,0.041,1.004,692.5556667,-3329.333333,-3327.6,27.8,27.73333333,6.466666667,6.366666667,1.613333333,NA
October,2000,Shark,omnivore,0.862812934,0.12325899,2.566666667,0.891666667,0.762333333,0.129333333,0.988333333,31.59166667,1.88,29.712,0.364333333,0.041,1.004,692.5556667,-3329.333333,-3327.6,27.8,27.73333333,6.466666667,6.366666667,1.613333333,NA
October,2000,Shark,planktivore,0.6572948,0.09389926,2.566666667,0.891666667,0.762333333,0.129333333,0.988333333,31.59166667,1.88,29.712,0.364333333,0.041,1.004,692.5556667,-3329.333333,-3327.6,27.8,27.73333333,6.466666667,6.366666667,1.613333333,NA
October,2000,Shark,piscivore,0.43141416,0.06163059,2.566666667,0.891666667,0.762333333,0.129333333,0.988333333,31.59166667,1.88,29.712,0.364333333,0.041,1.004,692.5556667,-3329.333333,-3327.6,27.8,27.73333333,6.466666667,6.366666667,1.613333333,NA
October,2000,Taylor,invertivore,4.246325632,0.606617948,2.083333333,1.502833333,1.278666667,0.224333333,2.5,29.6345,4.0025,25.63216667,0.2355,0.079833333,1.081166667,708.243,23.61666667,26.8,25.15,25.28333333,5.916666667,5.783333333,5.001666667,NA
October,2000,Taylor,omnivore,0.644655546,0.092093651,2.083333333,1.502833333,1.278666667,0.224333333,2.5,29.6345,4.0025,25.63216667,0.2355,0.079833333,1.081166667,708.243,23.61666667,26.8,25.15,25.28333333,5.916666667,5.783333333,5.001666667,NA
October,2000,Taylor,piscivore,0.38515588,0.05502227,2.083333333,1.502833333,1.278666667,0.224333333,2.5,29.6345,4.0025,25.63216667,0.2355,0.079833333,1.081166667,708.243,23.61666667,26.8,25.15,25.28333333,5.916666667,5.783333333,5.001666667,NA
October,2000,Taylor,algivore,0.198489666,0.028355666,2.083333333,1.502833333,1.278666667,0.224333333,2.5,29.6345,4.0025,25.63216667,0.2355,0.079833333,1.081166667,708.243,23.61666667,26.8,25.15,25.28333333,5.916666667,5.783333333,5.001666667,NA
October,2000,Taylor,detrivore,10.79791502,1.54255929,2.083333333,1.502833333,1.278666667,0.224333333,2.5,29.6345,4.0025,25.63216667,0.2355,0.079833333,1.081166667,708.243,23.61666667,26.8,25.15,25.28333333,5.916666667,5.783333333,5.001666667,NA
October,2002,Shark,omnivore,0.429438836,0.061348404,2.566666667,1.178333333,0.967666667,0.211,0.636333333,71.149,1.814666667,69.33466667,0.367333333,0.045666667,0.403333333,932.7573333,7.093333333,10.19,29.11333333,29.03333333,4.41,4.32,1.736666667,7.676666667
October,2002,Shark,invertivore,5.898796895,0.842685272,2.566666667,1.178333333,0.967666667,0.211,0.636333333,71.149,1.814666667,69.33466667,0.367333333,0.045666667,0.403333333,932.7573333,7.093333333,10.19,29.11333333,29.03333333,4.41,4.32,1.736666667,7.676666667
October,2002,Shark,algivore,0.163753747,0.023393392,2.566666667,1.178333333,0.967666667,0.211,0.636333333,71.149,1.814666667,69.33466667,0.367333333,0.045666667,0.403333333,932.7573333,7.093333333,10.19,29.11333333,29.03333333,4.41,4.32,1.736666667,7.676666667
October,2002,Shark,piscivore,2.308733417,0.32981906,2.566666667,1.178333333,0.967666667,0.211,0.636333333,71.149,1.814666667,69.33466667,0.367333333,0.045666667,0.403333333,932.7573333,7.093333333,10.19,29.11333333,29.03333333,4.41,4.32,1.736666667,7.676666667
October,2002,Shark,detrivore,6.472113745,0.924587678,2.566666667,1.178333333,0.967666667,0.211,0.636333333,71.149,1.814666667,69.33466667,0.367333333,0.045666667,0.403333333,932.7573333,7.093333333,10.19,29.11333333,29.03333333,4.41,4.32,1.736666667,7.676666667
October,2002,Taylor,invertivore,7.252742744,1.036106107,2.083333333,1.061666667,0.917166667,0.1445,1.789333333,21.2805,2.851166667,18.42933333,0.398833333,0.1005,0.857666667,600.5521667,25.00833333,26.16,26.955,27.06666667,5.896666667,6.091666667,3.571666667,8.053333333
October,2002,Taylor,planktivore,0.151021715,0.021574525,2.083333333,1.061666667,0.917166667,0.1445,1.789333333,21.2805,2.851166667,18.42933333,0.398833333,0.1005,0.857666667,600.5521667,25.00833333,26.16,26.955,27.06666667,5.896666667,6.091666667,3.571666667,8.053333333
October,2002,Taylor,piscivore,0.254928725,0.036418385,2.083333333,1.061666667,0.917166667,0.1445,1.789333333,21.2805,2.851166667,18.42933333,0.398833333,0.1005,0.857666667,600.5521667,25.00833333,26.16,26.955,27.06666667,5.896666667,6.091666667,3.571666667,8.053333333
October,2002,Taylor,algivore,0.09449414,0.013499165,2.083333333,1.061666667,0.917166667,0.1445,1.789333333,21.2805,2.851166667,18.42933333,0.398833333,0.1005,0.857666667,600.5521667,25.00833333,26.16,26.955,27.06666667,5.896666667,6.091666667,3.571666667,8.053333333
October,2002,Taylor,omnivore,0.643200463,0.091885781,2.083333333,1.061666667,0.917166667,0.1445,1.789333333,21.2805,2.851166667,18.42933333,0.398833333,0.1005,0.857666667,600.5521667,25.00833333,26.16,26.955,27.06666667,5.896666667,6.091666667,3.571666667,8.053333333
October,2002,Taylor,detrivore,1.66403395,0.237719134,2.083333333,1.061666667,0.917166667,0.1445,1.789333333,21.2805,2.851166667,18.42933333,0.398833333,0.1005,0.857666667,600.5521667,25.00833333,26.16,26.955,27.06666667,5.896666667,6.091666667,3.571666667,8.053333333
October,2003,Shark,omnivore,0.719661487,0.102808784,2.566666667,0.758666667,0.604666667,0.154333333,0.936,39.50666667,1.694333333,37.81233333,0.398,0.173333333,2.364666667,1009.048667,9.813333333,10.11,26.97666667,26.89333333,4.716666667,4.416666667,2.836666667,7.606666667
October,2003,Shark,invertivore,6.672173542,0.953167645,2.566666667,0.758666667,0.604666667,0.154333333,0.936,39.50666667,1.694333333,37.81233333,0.398,0.173333333,2.364666667,1009.048667,9.813333333,10.11,26.97666667,26.89333333,4.716666667,4.416666667,2.836666667,7.606666667
October,2003,Shark,planktivore,0.247417306,0.03534533,2.566666667,0.758666667,0.604666667,0.154333333,0.936,39.50666667,1.694333333,37.81233333,0.398,0.173333333,2.364666667,1009.048667,9.813333333,10.11,26.97666667,26.89333333,4.716666667,4.416666667,2.836666667,7.606666667
October,2003,Shark,detrivore,2.832996463,0.404713776,2.566666667,0.758666667,0.604666667,0.154333333,0.936,39.50666667,1.694333333,37.81233333,0.398,0.173333333,2.364666667,1009.048667,9.813333333,10.11,26.97666667,26.89333333,4.716666667,4.416666667,2.836666667,7.606666667
October,2003,Shark,algivore,0.276540306,0.039505759,2.566666667,0.758666667,0.604666667,0.154333333,0.936,39.50666667,1.694333333,37.81233333,0.398,0.173333333,2.364666667,1009.048667,9.813333333,10.11,26.97666667,26.89333333,4.716666667,4.416666667,2.836666667,7.606666667
October,2003,Shark,piscivore,2.620816993,0.374402428,2.566666667,0.758666667,0.604666667,0.154333333,0.936,39.50666667,1.694333333,37.81233333,0.398,0.173333333,2.364666667,1009.048667,9.813333333,10.11,26.97666667,26.89333333,4.716666667,4.416666667,2.836666667,7.606666667
October,2003,Taylor,piscivore,0.74761713,0.10680245,2.083333333,0.913,0.745166667,0.168,3.594833333,29.74433333,4.507833333,25.23683333,0.287166667,0.105833333,1.5,691.1425,21.25666667,22.25333333,28.67833333,28.67166667,5.681666667,5.826666667,4.04,8.203333333
October,2003,Taylor,detrivore,0.720952489,0.102993211,2.083333333,0.913,0.745166667,0.168,3.594833333,29.74433333,4.507833333,25.23683333,0.287166667,0.105833333,1.5,691.1425,21.25666667,22.25333333,28.67833333,28.67166667,5.681666667,5.826666667,4.04,8.203333333
October,2003,Taylor,omnivore,0.836775674,0.119539385,2.083333333,0.913,0.745166667,0.168,3.594833333,29.74433333,4.507833333,25.23683333,0.287166667,0.105833333,1.5,691.1425,21.25666667,22.25333333,28.67833333,28.67166667,5.681666667,5.826666667,4.04,8.203333333
October,2003,Taylor,invertivore,3.068701449,0.438385916,2.083333333,0.913,0.745166667,0.168,3.594833333,29.74433333,4.507833333,25.23683333,0.287166667,0.105833333,1.5,691.1425,21.25666667,22.25333333,28.67833333,28.67166667,5.681666667,5.826666667,4.04,8.203333333
October,2003,Taylor,planktivore,0.16437134,0.023481615,2.083333333,0.913,0.745166667,0.168,3.594833333,29.74433333,4.507833333,25.23683333,0.287166667,0.105833333,1.5,691.1425,21.25666667,22.25333333,28.67833333,28.67166667,5.681666667,5.826666667,4.04,8.203333333
October,2004,Shark,algivore,0.187635122,0.026805016,2.566666667,1.796,1.564666667,0.231666667,1.448,27.976,3.244333333,24.73166667,0.427333333,0.068666667,2.123666667,956.5413333,7.666666667,8.033333333,28.65,28.64,6.4,6.476666667,2.776666667,7.55
