"","Month","Year","Area","SpeciesName","TotalSpeciesWeight","SpeciesBiomass"
"1104","May",1996,"Taylor","Lucania goodei",1.06254561333333,0.151792233333333
"1105","October",1996,"Taylor","Lucania goodei",0.583455823846154,0.0833508307692308
"1106","April",1997,"Taylor","Lucania goodei",1.12160202222222,0.160228861111111
"1107","December",1997,"Taylor","Lucania goodei",0.704562044615385,0.101314503846154
"1108","February",1997,"Taylor","Lucania goodei",1.07825892363636,0.154036989090909
"1109","July",1997,"Taylor","Lucania goodei",0.250431074166667,0.0357758683333333
"1110","October",1997,"Taylor","Lucania goodei",0.643125793846154,0.0918751146153846
"1111","April",1998,"Taylor","Lucania goodei",0.852982698461538,0.123544322307692
"1112","December",1998,"Taylor","Lucania goodei",0.995844213846154,0.142263457692308
"1113","February",1998,"Taylor","Lucania goodei",0.933210926153846,0.133448283076923
"1114","July",1998,"Taylor","Lucania goodei",0.572415079090909,0.0823576136363636
"1115","October",1998,"Taylor","Lucania goodei",0.630407986153846,0.0900582846153846
"1116","April",1999,"Taylor","Lucania goodei",1.42561659,0.2328391075
"1117","December",1999,"Taylor","Lucania goodei",0.20046112,0.0286373033333333
"1118","February",1999,"Taylor","Lucania goodei",1.43722161538462,0.205317374615385
"1119","July",1999,"Taylor","Lucania goodei",0.02580629,0.00368661142857143
"1120","October",1999,"Taylor","Lucania goodei",0.111542020909091,0.0159345745454545
"1121","April",2000,"Taylor","Lucania goodei",0.629979915555556,0.0932402833333333
"1122","December",2000,"Taylor","Lucania goodei",0.716808514166667,0.102401215833333
"1123","February",2000,"Taylor","Lucania goodei",0.470471613333333,0.0672102308333333
"1124","July",2000,"Taylor","Lucania goodei",0.258783186,0.036969026
"1125","October",2000,"Taylor","Lucania goodei",0.454521299230769,0.0649316138461538
"1126","April",2001,"Taylor","Lucania goodei",0.833093045,0.247705275
"1127","December",2001,"Taylor","Lucania goodei",0.247177437142857,0.0353110628571429
"1128","February",2001,"Taylor","Lucania goodei",0.77657914375,0.1109398775
"1129","July",2001,"Taylor","Lucania goodei",0.039425895,0.005632275
"1130","September",2001,"Taylor","Lucania goodei",0.070035824,0.010005118
"1131","April",2002,"Taylor","Lucania goodei",0.4135200625,0.059074295
"1132","December",2002,"Taylor","Lucania goodei",0.245047819090909,0.0350068309090909
"1133","February",2002,"Taylor","Lucania goodei",0.65699497,0.0938564242857143
"1134","July",2002,"Taylor","Lucania goodei",0.09507062,0.01358152
"1135","October",2002,"Taylor","Lucania goodei",0.1937702075,0.02768145875
"1136","April",2003,"Taylor","Lucania goodei",0.1900131025,0.03800262125
"1137","December",2003,"Taylor","Lucania goodei",1.01373460230769,0.144819229230769
"1138","February",2003,"Taylor","Lucania goodei",0.494154248888889,0.0988308511111111
"1139","July",2003,"Taylor","Lucania goodei",0.527603989166667,0.075372
"1140","October",2003,"Taylor","Lucania goodei",0.711872847692308,0.101696121538462
"1141","April",2004,"Taylor","Lucania goodei",1.30871735222222,0.261743472222222
"1142","December",2004,"Taylor","Lucania goodei",0.131298984,0.018756997
"1143","February",2004,"Taylor","Lucania goodei",0.860375622222222,0.172075123333333
"1144","October",2004,"Taylor","Lucania goodei",0.0626083283333333,0.00894404666666667
"1145","April",2005,"Taylor","Lucania goodei",0.100624666666667,0.0201249316666667
"1146","February",2005,"Taylor","Lucania goodei",0.14367619875,0.02873524
"1147","February",1999,"Shark","Menidia beryllina",-9999,-9999
"1148","July",1999,"Shark","Micropterus salmoides",5.4082622,0.77260889
"1149","May",1996,"Taylor","Micropterus salmoides",0.02558319,0.00365474
"1150","October",2000,"Taylor","Micropterus salmoides",0.00429078,0.00061297
"1151","October",2002,"Taylor","Notemigonus crysoleucas",0.0844174,0.01205963
"1152","April",1996,"Shark","Notropis petersoni",0.160210408,0.022887202
"1153","July",1996,"Shark","Notropis petersoni",0.13951598,0.019930855
"1154","October",1996,"Shark","Notropis petersoni",0.05671623,0.00810232
"1155","April",1997,"Shark","Notropis petersoni",0.13611693,0.01944528
"1156","February",1997,"Shark","Notropis petersoni",0.06296713,0.0089953
"1157","October",2004,"Shark","Notropis petersoni",0.01382866,0.00197552
"1158","February",2005,"Shark","Notropis petersoni",0.05664699,0.00809243
"1159","December",1996,"Taylor","Notropis petersoni",0.121074235,0.01729632
"1160","July",1996,"Taylor","Notropis petersoni",0.007028505,0.00100407
"1161","October",1996,"Taylor","Notropis petersoni",0.04916413,0.007023445
"1162","April",1997,"Taylor","Notropis petersoni",0.014052385,0.00200748
"1163","July",1997,"Taylor","Notropis petersoni",0.005436225,0.000776605
"1164","October",2002,"Taylor","Notropis petersoni",0.113184725,0.016169245
"1165","December",2003,"Taylor","Notropis petersoni",0.10845028,0.0154929
"1166","February",2004,"Taylor","Notropis petersoni",0.04493,0.008986
"1167","April",1996,"Shark","Noturus gyrinus",0.14013534,0.02001933
"1168","April",1998,"Shark","Noturus gyrinus",0.0546618933333333,0.00780884333333333
"1169","December",1998,"Shark","Noturus gyrinus",0.16737966,0.02391138
"1170","February",1998,"Shark","Noturus gyrinus",0.179120065,0.02558858
"1171","July",1998,"Shark","Noturus gyrinus",0.24053006,0.03436144
"1172","October",1998,"Shark","Noturus gyrinus",0.062688825,0.008955545
"1173","April",1999,"Shark","Noturus gyrinus",11.64244606,1.66320658
"1174","February",1999,"Shark","Noturus gyrinus",2.94249659666667,0.420356656666667
"1175","July",1999,"Shark","Noturus gyrinus",0.04515644,0.00645092
"1176","April",2000,"Shark","Noturus gyrinus",0.345778085,0.04939687
"1177","February",2000,"Shark","Noturus gyrinus",0.21589568,0.03084224
"1178","July",2000,"Shark","Noturus gyrinus",0.00374902,0.00053557
"1179","December",2002,"Shark","Noturus gyrinus",0.407482426666667,0.0582117733333333
"1180","December",2003,"Shark","Noturus gyrinus",0.150696822,0.021528116
"1181","February",2003,"Shark","Noturus gyrinus",0.14064746,0.078281425
"1182","July",2003,"Shark","Noturus gyrinus",0.133507351666667,0.0190724783333333
"1183","October",2003,"Shark","Noturus gyrinus",0.086863085,0.0124090116666667
"1184","April",2004,"Shark","Noturus gyrinus",0.49156348,0.07022335
"1185","February",2004,"Shark","Noturus gyrinus",0.442563591428571,0.06322337
"1186","July",2004,"Shark","Noturus gyrinus",0.47837551,0.06833936
"1187","October",2004,"Shark","Noturus gyrinus",0.33339337,0.04762762
"1188","February",2005,"Shark","Noturus gyrinus",0.03266964,0.00466709
"1189","April",1997,"Taylor","Noturus gyrinus",0.23808485,0.03401212
"1190","July",1998,"Taylor","Noturus gyrinus",0.20194635,0.02884948
"1191","February",1999,"Taylor","Noturus gyrinus",0.479596846666667,0.0685138366666667
"1192","July",2000,"Taylor","Noturus gyrinus",0.01527142,0.00218163
"1193","April",2002,"Taylor","Noturus gyrinus",0.45301678,0.06471668
"1194","December",2003,"Taylor","Noturus gyrinus",0.07270626,0.01038661
"1195","October",2003,"Taylor","Noturus gyrinus",0.24861425,0.03551632
"1196","December",2004,"Taylor","Noturus gyrinus",0.04687648,0.00669664
"1197","February",2004,"Taylor","Noturus gyrinus",0.19146761,0.03829352
"1198","April",1996,"Shark","Oreochromis aureus",1.20126509,0.1716093
"1199","July",1999,"Shark","Oreochromis aureus",0.484394975,0.069199285
"1200","October",2003,"Shark","Oreochromis aureus",1.33676846,0.19096692
"1201","October",2004,"Shark","Oreochromis aureus",3.63494105,0.51927729
"1202","December",2004,"Taylor","Oreochromis aureus",0.74365116,0.10623588
"1203","April",1996,"Shark","Poecilia latipinna",0.215205201111111,0.0307435977777778
"1204","December",1996,"Shark","Poecilia latipinna",0.419562437777778,0.0599374922222222
"1205","February",1996,"Shark","Poecilia latipinna",0.482328794285714,0.0689041128571429
"1206","July",1996,"Shark","Poecilia latipinna",0.457223366666667,0.0653176233333333
"1207","October",1996,"Shark","Poecilia latipinna",0.638661521111111,0.09123736
"1208","April",1997,"Shark","Poecilia latipinna",0.779387545714286,0.112373148571429
"1209","December",1997,"Shark","Poecilia latipinna",1.41113373888889,0.201590533333333
"1210","February",1997,"Shark","Poecilia latipinna",0.962077625555556,0.137439661111111
"1211","July",1997,"Shark","Poecilia latipinna",1.26798685333333,0.181140978888889
"1212","October",1997,"Shark","Poecilia latipinna",3.19321391555556,0.456173416666667
"1213","April",1998,"Shark","Poecilia latipinna",1.70845745111111,0.244065348888889
"1214","December",1998,"Shark","Poecilia latipinna",2.22400077111111,0.317714397777778
"1215","February",1998,"Shark","Poecilia latipinna",1.06715000666667,0.152449998888889
"1216","July",1998,"Shark","Poecilia latipinna",1.44046466666667,0.205780667777778
"1217","October",1998,"Shark","Poecilia latipinna",2.36904028222222,0.338434325555556
"1218","April",1999,"Shark","Poecilia latipinna",1.7588464825,0.253978005
"1219","December",1999,"Shark","Poecilia latipinna",1.07953215111111,0.154218877777778
"1220","February",1999,"Shark","Poecilia latipinna",1.72911792666667,0.247016847777778
"1221","July",1999,"Shark","Poecilia latipinna",0.92632766,0.132332521111111
"1222","October",1999,"Shark","Poecilia latipinna",1.42259537666667,0.20322791
"1223","April",2000,"Shark","Poecilia latipinna",2.82131658,0.403045226666667
"1224","December",2000,"Shark","Poecilia latipinna",2.08503502333333,0.297862146666667
"1225","February",2000,"Shark","Poecilia latipinna",1.31337077142857,0.187624395714286
"1226","July",2000,"Shark","Poecilia latipinna",1.18119385555556,0.168741978888889
"1227","October",2000,"Shark","Poecilia latipinna",2.99618364,0.428026233333333
"1228","April",2001,"Shark","Poecilia latipinna",0.16289328,0.02327047
"1229","December",2001,"Shark","Poecilia latipinna",0.17885231,0.0255503314285714
"1230","February",2001,"Shark","Poecilia latipinna",3.72315121333333,0.531878745
"1231","July",2001,"Shark","Poecilia latipinna",0.608929238571429,0.08698989
"1232","September",2001,"Shark","Poecilia latipinna",0.97450069,0.139214385
"1233","April",2002,"Shark","Poecilia latipinna",1.47270087,0.2103858375
"1234","December",2002,"Shark","Poecilia latipinna",0.494538615384615,0.0706483738461538
"1235","July",2002,"Shark","Poecilia latipinna",0.150245201666667,0.0214636
"1236","October",2002,"Shark","Poecilia latipinna",0.163753746666667,0.0233933916666667
"1237","April",2003,"Shark","Poecilia latipinna",0.147664712,0.02109496
"1238","December",2003,"Shark","Poecilia latipinna",0.168113786666667,0.0240162533333333
"1239","February",2003,"Shark","Poecilia latipinna",0.413524196666667,0.0590748866666667
"1240","July",2003,"Shark","Poecilia latipinna",0.43003124125,0.06143303375
"1241","October",2003,"Shark","Poecilia latipinna",0.276540305714286,0.0395057585714286
"1242","April",2004,"Shark","Poecilia latipinna",0.4118336,0.05883337
"1243","February",2004,"Shark","Poecilia latipinna",0.19050739,0.02721534
"1244","July",2004,"Shark","Poecilia latipinna",0.054182045,0.00774029
"1245","October",2004,"Shark","Poecilia latipinna",0.187635122222222,0.0268050155555556
"1246","February",2005,"Shark","Poecilia latipinna",0.06345652,0.0090652175
"1247","December",1996,"Taylor","Poecilia latipinna",0.184543945714286,0.0263634185714286
"1248","July",1996,"Taylor","Poecilia latipinna",0.027648064,0.003949722
"1249","October",1996,"Taylor","Poecilia latipinna",0.02737194,0.00391027666666667
"1250","April",1997,"Taylor","Poecilia latipinna",0.024641475,0.00352021
"1251","December",1997,"Taylor","Poecilia latipinna",0.3019650925,0.04313787
"1252","February",1997,"Taylor","Poecilia latipinna",0.0868744466666667,0.0124106366666667
"1253","July",1997,"Taylor","Poecilia latipinna",0.0258228333333333,0.00368897666666667
"1254","October",1997,"Taylor","Poecilia latipinna",0.04697362,0.00671051666666667
"1255","April",1998,"Taylor","Poecilia latipinna",1.503550245,0.214792895
"1256","December",1998,"Taylor","Poecilia latipinna",0.169275868,0.024182266
"1257","February",1998,"Taylor","Poecilia latipinna",0.109044335,0.01557776
"1258","July",1998,"Taylor","Poecilia latipinna",0.102755885,0.0146794125
"1259","October",1998,"Taylor","Poecilia latipinna",0.17316536,0.0247379083333333
"1260","April",1999,"Taylor","Poecilia latipinna",0.783653825,0.112166185
"1261","December",1999,"Taylor","Poecilia latipinna",0.11708673,0.0167266733333333
"1262","February",1999,"Taylor","Poecilia latipinna",0.48452768,0.0692182383333333
"1263","December",2000,"Taylor","Poecilia latipinna",0.10444094,0.0149201325
"1264","July",2000,"Taylor","Poecilia latipinna",0.135217123333333,0.0193167333333333
"1265","October",2000,"Taylor","Poecilia latipinna",0.198489666,0.028355666
"1266","December",2001,"Taylor","Poecilia latipinna",0.59309138,0.08472734
"1267","February",2001,"Taylor","Poecilia latipinna",0.143129905,0.02044713
"1268","July",2001,"Taylor","Poecilia latipinna",0.109984073333333,0.01571201
"1269","September",2001,"Taylor","Poecilia latipinna",0.158319545,0.02261708
"1270","April",2002,"Taylor","Poecilia latipinna",2.4273091,0.346758445
"1271","February",2002,"Taylor","Poecilia latipinna",0.30931434,0.044187765
"1272","October",2002,"Taylor","Poecilia latipinna",0.01007674,0.001439535
"1273","December",2003,"Taylor","Poecilia latipinna",0.12972541,0.0185322
"1274","February",2003,"Taylor","Poecilia latipinna",0.02671153,0.00534231
"1275","April",2004,"Taylor","Poecilia latipinna",0.11225482,0.022450965
"1276","December",2004,"Taylor","Poecilia latipinna",0.045644985,0.00652071
"1277","October",2004,"Taylor","Poecilia latipinna",0.0673584,0.00962263
"1278","February",2005,"Taylor","Poecilia latipinna",0.1572845,0.0314569
"1279","December",1998,"Shark","Trinectes maculatus",-9999,-9999
"1280","October",1998,"Shark","Trinectes maculatus",-9999,-9999
"1281","September",2001,"Shark","Trinectes maculatus",-9999,-9999
