Month,Year,Area,SpeciesName,TotalSpeciesWeight,SpeciesBiomass
February,2004,Taylor,Lucania goodei,1.60648955,0.32129791
February,2004,Taylor,Gambusia holbrooki,0.23171094,0.04634219
February,2004,Taylor,Heterandria formosa,0.02836749,0.0056735
February,2004,Taylor,Labidesthes sicculus,0.02546975,0.00509395
February,2004,Taylor,Lepomis marginatus,0.15338001,0.030676
February,2004,Taylor,Lepomis punctatus,0.15413752,0.0308275
February,2004,Taylor,Fundulus chrysotus,0.35301259,0.07060252
February,2004,Taylor,Lucania goodei,1.29638812,0.25927762
February,2004,Taylor,Gambusia holbrooki,0.18114604,0.03622921
February,2004,Taylor,Heterandria formosa,0.09251341,0.01850268
February,2004,Taylor,Enneacanthus gloriosus,0.4145387,0.08290774
February,2004,Taylor,Lepomis marginatus,0.13627687,0.02725537
February,2004,Taylor,Erimyzon sucetta,0.0030234,0.00060468
February,2004,Taylor,Fundulus chrysotus,0.42372785,0.08474557
February,2004,Taylor,Lucania goodei,0.98432164,0.19686433
February,2004,Taylor,Gambusia holbrooki,0.11009341,0.02201868
February,2004,Taylor,Heterandria formosa,0.09227797,0.01845559
February,2004,Taylor,Lepomis gulosus,13.04098312,2.60819662
February,2004,Taylor,Fundulus chrysotus,0.25235461,0.05047092
February,2004,Taylor,Fundulus confluentus,0.11131762,0.02226352
February,2004,Taylor,Jordanella floridae,0.10833512,0.02166702
February,2004,Taylor,Lucania goodei,1.08340442,0.21668088
February,2004,Taylor,Gambusia holbrooki,0.19107605,0.03821521
February,2004,Taylor,Heterandria formosa,0.01699776,0.00339955
February,2004,Taylor,Elassoma evergladei,0.04326995,0.00865399
February,2004,Taylor,Fundulus chrysotus,0.11813342,0.02362668
February,2004,Taylor,Lucania goodei,0.50227706,0.10045541
February,2004,Taylor,Gambusia holbrooki,0.07370006,0.01474001
February,2004,Taylor,Heterandria formosa,0.02128398,0.0042568
February,2004,Taylor,Elassoma evergladei,0.20153297,0.04030659
February,2004,Taylor,Enneacanthus gloriosus,0.23156486,0.04631297
February,2004,Taylor,Fundulus chrysotus,0.0299767,0.00599534
February,2004,Taylor,Lucania goodei,0.76843684,0.15368737
February,2004,Taylor,Elassoma evergladei,0.5440991,0.10881982
February,2004,Taylor,Enneacanthus gloriosus,0.23634576,0.04726915
February,2004,Taylor,Cichlasoma uropthalmus,0.87780085,0.17556017
April,2004,Shark,Fundulus chrysotus,0.10472534,0.01496076
April,2004,Shark,Lepomis spp.,0.00675209,0.00096458
April,2004,Shark,Erimyzon sucetta,0.0086421,0.00123459
April,2004,Shark,Lepomis punctatus,7.3379996,1.04828566
April,2004,Shark,Enneacanthus gloriosus,0.44455051,0.06350722
April ,2004,Shark,Heterandria formosa,0.03469836,0.00495691
April ,2004,Shark,Lucania goodei,0.76420768,0.10917253
April,2004,Shark,Gambusia holbrooki,0.00332484,0.00047498
April,2004,Shark,Heterandria formosa,0.00886201,0.001266
April,2004,Shark,Lucania goodei,1.74018067,0.24859724
April,2004,Shark,Fundulus chrysotus,0.01361661,0.00194523
April,2004,Shark,Lepomis spp.,0.01605299,0.00229328
April,2004,Shark,Erimyzon sucetta,0.086876,0.01241086
April,2004,Shark,Cichlasoma uropthalmus,2.28719187,0.3267417
April,2004,Shark,Gambusia holbrooki,0.01701112,0.00243016
April,2004,Shark,Fundulus confluentus,0.25615519,0.0365936
April,2004,Shark,Heterandria formosa,0.03911313,0.00558759
April,2004,Shark,Lucania goodei,0.86610566,0.12372938
April,2004,Shark,Fundulus chrysotus,0.42659004,0.06094143
April,2004,Shark,Lepomis spp.,0.0059524,0.00085034
April,2004,Shark,Lepomis punctatus,4.2246033,0.60351476
April,2004,Shark,Lepomis marginatus,0.24630616,0.03518659
April,2004,Shark,Elassoma evergladei,0.04428561,0.00632652
April,2004,Shark,Enneacanthus gloriosus,0.09545747,0.01363678
April,2004,Shark,Gambusia holbrooki,0.03784223,0.00540603
April,2004,Shark,Poecilia latipinna,0.01220428,0.00174347
April,2004,Shark,Heterandria formosa,0.15895877,0.0227084
April,2004,Shark,Lucania goodei,1.26576259,0.18082323
April,2004,Shark,Fundulus chrysotus,1.50155388,0.2145077
April,2004,Shark,Lepomis spp.,0.00512046,0.00073149
April,2004,Shark,Erimyzon sucetta,0.06406501,0.00915214
April,2004,Shark,Lepomis punctatus,1.49150124,0.21307161
April,2004,Shark,Lepomis marginatus,1.7499753,0.24999647
April,2004,Shark,Elassoma evergladei,0.02039915,0.00291416
April,2004,Shark,Enneacanthus gloriosus,0.25200985,0.03600141
April,2004,Shark,Cichlasoma uropthalmus,0.82478077,0.11782582
April,2004,Shark,Gambusia holbrooki,0.00715231,0.00102176
April,2004,Shark,Poecilia latipinna,0.80681208,0.11525887
April,2004,Shark,Heterandria formosa,0.07734011,0.01104859
April,2004,Shark,Lucania goodei,1.66536432,0.23790919
April,2004,Shark,Fundulus chrysotus,0.47785775,0.06826539
April,2004,Shark,Erimyzon sucetta,0.02301763,0.00328823
April,2004,Shark,Lepomis punctatus,1.83235239,0.26176463
April,2004,Shark,Esox americanus,2.50850171,0.35835739
April,2004,Shark,Gambusia holbrooki,0.21363108,0.03051873
April,2004,Shark,Heterandria formosa,0.12581221,0.01797317
April,2004,Shark,Lucania goodei,0.98832234,0.14118891
April,2004,Shark,Fundulus chrysotus,0.28626638,0.0408952
April,2004,Shark,Ameiurus natalis,7.91072106,1.13010301
April,2004,Shark,Erimyzon sucetta,0.32485317,0.0464076
April,2004,Shark,Lepomis punctatus,2.67569178,0.38224168
April,2004,Shark,Lepomis marginatus,1.40133308,0.20019044
April,2004,Shark,Enneacanthus gloriosus,0.09920384,0.01417198
April,2004,Shark,Gambusia holbrooki,0.31521356,0.04503051
April,2004,Shark,Poecilia latipinna,0.10157514,0.01451073
April,2004,Shark,Fundulus confluentus,0.32995629,0.04713661
April,2004,Shark,Jordanella floridae,0.15666116,0.02238017
April,2004,Shark,Heterandria formosa,0.12119927,0.01731418
April,2004,Shark,Lucania goodei,1.42698186,0.20385455
April,2004,Shark,Fundulus chrysotus,0.19611024,0.02801575
April,2004,Shark,Noturus gyrinus,0.49156348,0.07022335
April,2004,Shark,Elassoma evergladei,0.0112478,0.00160683
April,2004,Shark,Gambusia holbrooki,0.178106,0.02544371
April,2004,Shark,Heterandria formosa,0.2298096,0.03282994
April,2004,Shark,Lucania goodei,0.93290479,0.13327211
April,2004,Shark,Fundulus chrysotus,0.1109364,0.01584806
April,2004,Shark,Lepomis punctatus,1.460191,0.20859871
April,2004,Shark,Gambusia holbrooki,0.08760486,0.01251498
April,2004,Shark,Jordanella floridae,0.07444163,0.01063452
April,2004,Shark,Heterandria formosa,0.19482804,0.02783258
April,2004,Shark,Lucania goodei,0.92870751,0.1326725
April,2004,Shark,Fundulus chrysotus,0.0092924,0.00132749
April,2004,Shark,Erimyzon sucetta,0.04698459,0.00671208
April,2004,Shark,Gambusia holbrooki,0.03070122,0.00438589
April,2004,Shark,Heterandria formosa,0.0329068,0.00470097
April,2004,Shark,Lucania goodei,0.15316745,0.02188106
April,2004,Shark,Fundulus chrysotus,0.18832155,0.02690308
April,2004,Shark,Lepomis gulosus,3.18124107,0.45446301
April,2004,Shark,Lepomis punctatus,0.2367722,0.0338246
April,2004,Shark,Lepomis marginatus,0.42897776,0.06128254
April,2004,Shark,Elassoma evergladei,0.19797911,0.02828273
April,2004,Shark,Enneacanthus gloriosus,0.91607075,0.13086725
April,2004,Shark,Cichlasoma bimaculatum,3.08037849,0.44005407
April,2004,Shark,Gambusia holbrooki,0.08006081,0.01143726
April,2004,Shark,Poecilia latipinna,0.7267429,0.10382041
April,2004,Shark,Heterandria formosa,0.00693001,0.00099
April,2004,Shark,Lucania goodei,0.25742624,0.03677518
April,2004,Shark,Fundulus chrysotus,0.61875606,0.08839372
April,2004,Shark,Lepomis gulosus,0.12746602,0.01820943
April,2004,Shark,Lepomis marginatus,0.12739145,0.01819878
April,2004,Shark,Elassoma evergladei,0.03733904,0.00533415
April,2004,Shark,Enneacanthus gloriosus,0.11117637,0.01588234
April,2004,Shark,Cichlasoma bimaculatum,1.15439026,0.16491289
April,2004,Shark,Gambusia holbrooki,0.12063474,0.01723353
April,2004,Shark,Jordanella floridae,0.01340726,0.00191532
April,2004,Shark,Heterandria formosa,0.03380139,0.00482877
April,2004,Shark,Lucania goodei,0.20538039,0.02934006
April,2004,Shark,Lepomis gulosus,0.76145865,0.10877981
April,2004,Shark,Lepomis marginatus,0.11069582,0.01581369
April,2004,Shark,Elassoma evergladei,0.03132756,0.00447537
April,2004,Shark,Enneacanthus gloriosus,1.04250948,0.14892993
April,2004,Taylor,Cyprinodon variegatus,0.3797732,0.07595464
April,2004,Taylor,Lucania goodei,0.32654108,0.06530822
April,2004,Taylor,Cyprinodon variegatus,0.07906406,0.01581281
April,2004,Taylor,Fundulus chrysotus,0.12430918,0.02486184
April,2004,Taylor,Lucania goodei,0.3493055,0.0698611
April,2004,Taylor,Gambusia holbrooki,0.07808801,0.0156176
April,2004,Taylor,Heterandria formosa,0.01696379,0.00339276
April,2004,Taylor,Lepomis marginatus,0.37314022,0.07462804
April,2004,Taylor,Cichlasoma uropthalmus,1.63530071,0.32706014
April,2004,Taylor,Cyprinodon variegatus,0.04618097,0.00923619
April,2004,Taylor,Fundulus chrysotus,0.08922135,0.01784427
April,2004,Taylor,Fundulus confluentus,0.27654012,0.05530802
April,2004,Taylor,Jordanella floridae,0.82410974,0.16482195
April,2004,Taylor,Lucania goodei,0.53209748,0.1064195
April,2004,Taylor,Gambusia holbrooki,0.24370606,0.04874121
April,2004,Taylor,Fundulus chrysotus,0.26345959,0.05269192
April,2004,Taylor,Fundulus confluentus,0.32886661,0.06577332
April,2004,Taylor,Jordanella floridae,0.12306716,0.02461343
April,2004,Taylor,Lucania goodei,1.61455707,0.32291141
April,2004,Taylor,Gambusia holbrooki,0.91930856,0.18386171
April,2004,Taylor,Heterandria formosa,0.37368962,0.07473792
April,2004,Taylor,Elassoma evergladei,0.14121561,0.02824312
April,2004,Taylor,Enneacanthus gloriosus,0.46979669,0.09395934
April,2004,Taylor,Lepomis macrochirus,0.06263769,0.01252754
April,2004,Taylor,Lepomis marginatus,0.51369779,0.10273956
April,2004,Taylor,Lepomis punctatus,1.00111309,0.20022262
April,2004,Taylor,Cichlasoma uropthalmus,1.58642969,0.31728594
April,2004,Taylor,Erimyzon sucetta,0.13148313,0.02629663
April,2004,Taylor,Fundulus chrysotus,1.99485034,0.39897007
April,2004,Taylor,Jordanella floridae,1.1590106,0.23180212
April,2004,Taylor,Lucania goodei,3.55252645,0.71050529
April,2004,Taylor,Gambusia holbrooki,0.27771472,0.05554294
April,2004,Taylor,Heterandria formosa,0.24521764,0.04904353
April,2004,Taylor,Poecilia latipinna,0.06215975,0.01243195
April,2004,Taylor,Elassoma evergladei,0.05852887,0.01170577
April,2004,Taylor,Lepomis marginatus,0.76842192,0.15368438
April,2004,Taylor,Cichlasoma uropthalmus,5.73657998,1.147316
April,2004,Taylor,Erimyzon sucetta,0.04515402,0.0090308
April,2004,Taylor,Fundulus chrysotus,4.07399893,0.81479979
April,2004,Taylor,Jordanella floridae,0.45793984,0.09158797
April,2004,Taylor,Lucania goodei,3.52728089,0.70545618
April,2004,Taylor,Gambusia holbrooki,0.29880345,0.05976069
April,2004,Taylor,Heterandria formosa,0.50196863,0.10039373
April,2004,Taylor,Poecilia latipinna,0.16234989,0.03246998
April,2004,Taylor,Elassoma evergladei,0.10564251,0.0211285
April,2004,Taylor,Enneacanthus gloriosus,0.69988355,0.13997671
April,2004,Taylor,Lepomis marginatus,5.96430681,1.19286136
April,2004,Taylor,Lepomis punctatus,6.17265009,1.23453002
April,2004,Taylor,Cichlasoma uropthalmus,2.94704182,0.58940836
April,2004,Taylor,Fundulus chrysotus,0.21176332,0.04235266
April,2004,Taylor,Lucania goodei,0.46370054,0.09274011
April,2004,Taylor,Belenesox belizanus,1.16483812,0.23296762
April,2004,Taylor,Gambusia holbrooki,0.03274847,0.00654969
April,2004,Taylor,Heterandria formosa,0.03356145,0.00671229
April,2004,Taylor,Elassoma evergladei,0.23856399,0.0477128
April,2004,Taylor,Enneacanthus gloriosus,0.40026454,0.08005291
April,2004,Taylor,Lepomis marginatus,0.39381235,0.07876247
April,2004,Taylor,Cichlasoma uropthalmus,0.30610838,0.06122168
April,2004,Taylor,Fundulus chrysotus,1.36336897,0.27267379
April,2004,Taylor,Fundulus confluentus,0.1682401,0.03364802
April,2004,Taylor,Lucania goodei,0.81035443,0.16207089
April,2004,Taylor,Gambusia holbrooki,0.13026505,0.02605301
April,2004,Taylor,Heterandria formosa,0.03289921,0.00657984
April,2004,Taylor,Elassoma evergladei,0.78845196,0.15769039
April,2004,Taylor,Fundulus chrysotus,0.16064733,0.03212947
April,2004,Taylor,Lucania goodei,0.60209273,0.12041855
April,2004,Taylor,Heterandria formosa,0.00873432,0.00174686
April,2004,Taylor,Elassoma evergladei,0.39561816,0.07912363
April,2004,Taylor,Enneacanthus gloriosus,0.46518822,0.09303764
April,2004,Taylor,Lepomis macrochirus,0.15318029,0.03063606
April,2004,Taylor,Lepomis punctatus,0.39929482,0.07985896
July,2004,Shark,Fundulus chrysotus,0.1412,0.02017143
July,2004,Shark,Lucania goodei,0.3895,0.05564286
July,2004,Shark,Heterandria formosa,0.0068,0.00097143
July,2004,Shark,Enneacanthus gloriosus,0.7418,0.10597143
July,2004,Shark,Lepomis punctatus,7.3768,1.05382857
July,2004,Shark,Fundulus chrysotus,0.16408151,0.02344022
July,2004,Shark,Lucania goodei,1.00730792,0.14390113
July,2004,Shark,Gambusia holbrooki,0.15444401,0.02206343
July,2004,Shark,Heterandria formosa,0.03505082,0.00500726
July,2004,Shark,Poecilia latipinna,0.02553755,0.00364822
July,2004,Shark,Enneacanthus gloriosus,0.5596977,0.07995681
July,2004,Shark,Lepomis marginatus,0.8602205,0.12288864
July,2004,Shark,Noturus gyrinus,0.47837551,0.06833936
July,2004,Shark,Ameiurus natalis,6.06892981,0.86698997
July,2004,Shark,Fundulus chrysotus,0.41705341,0.05957906
July,2004,Shark,Jordanella floridae,0.10103541,0.01443363
July,2004,Shark,Lucania goodei,0.85712491,0.12244642
July,2004,Shark,Gambusia holbrooki,0.1067969,0.0152567
July,2004,Shark,Heterandria formosa,0.17302364,0.02471766
July,2004,Shark,Poecilia latipinna,0.08282654,0.01183236
July,2004,Shark,Elassoma evergladei,0.1568724,0.02241034
July,2004,Shark,Enneacanthus gloriosus,0.37384503,0.05340643
July,2004,Shark,Lepomis marginatus,0.14243239,0.02034748
July,2004,Shark,Lepomis punctatus,2.77143142,0.39591877
July,2004,Shark,Fundulus chrysotus,0.1286,0.01837143
July,2004,Shark,Jordanella floridae,0.5894,0.0842
July,2004,Shark,Fundulus chrysotus,0.095,0.01357143
July,2004,Shark,Fundulus confluentus,0.0069,0.00098571
July,2004,Shark,Jordanella floridae,0.0774,0.01105714
July,2004,Shark,Lucania goodei,0.1054,0.01505714
July,2004,Shark,Gambusia holbrooki,0.0374,0.00534286
July,2004,Shark,Heterandria formosa,0.0706,0.01008571
July,2004,Shark,Fundulus chrysotus,0.0779,0.019475
July,2004,Shark,Jordanella floridae,0.131,0.03275
July,2004,Shark,Lucania goodei,0.0514,0.01285
July,2004,Shark,Fundulus chrysotus,1.13574827,0.16224975
July,2004,Shark,Lucania goodei,0.10225672,0.0146081
July,2004,Shark,Gambusia holbrooki,0.03015915,0.00430845
July,2004,Shark,Heterandria formosa,0.02645898,0.00377985
July,2004,Shark,Elassoma evergladei,0.10232308,0.01461758
July,2004,Shark,Enneacanthus gloriosus,0.58615255,0.08373608
July,2004,Shark,Lepomis punctatus,0.65794693,0.09399242
July,2004,Shark,Cichlasoma uropthalmus,0.52486392,0.07498056
July,2004,Shark,Fundulus chrysotus,0.73785937,0.10540848
July,2004,Shark,Jordanella floridae,0.16532394,0.02361771
July,2004,Shark,Gambusia holbrooki,0.25491715,0.03641674
July,2004,Shark,Heterandria formosa,0.0961935,0.01374193
July,2004,Shark,Elassoma evergladei,0.08065012,0.01152145
July,2004,Shark,Enneacanthus gloriosus,0.79829816,0.11404259
July,2004,Shark,Cichlasoma uropthalmus,0.26418086,0.03774012
October,2004,Shark,Gambusia holbrooki,0.35469314,0.05067045
October,2004,Shark,Poecilia latipinna,0.01504089,0.0021487
October,2004,Shark,Heterandria formosa,0.13400137,0.01914305
October,2004,Shark,Lucania goodei,0.94120563,0.13445795
October,2004,Shark,Fundulus chrysotus,0.22752827,0.03250404
October,2004,Shark,Enneacanthus gloriosus,0.0295346,0.00421923
October,2004,Shark,Gambusia holbrooki,0.00691524,0.00098789
October,2004,Shark,Heterandria formosa,0.00396371,0.00056624
October,2004,Shark,Lucania goodei,0.37967638,0.05423948
October,2004,Shark,Fundulus chrysotus,0.18663527,0.02666218
October,2004,Shark,Belonesox belizanus,0.07622592,0.01088942
October,2004,Shark,Gambusia holbrooki,0.08362651,0.01194664
October,2004,Shark,Poecilia latipinna,0.07482667,0.01068952
October,2004,Shark,Fundulus confluentus,0.04621381,0.00660197
October,2004,Shark,Heterandria formosa,0.40615948,0.05802278
October,2004,Shark,Lucania goodei,0.77115418,0.11016488
October,2004,Shark,Fundulus chrysotus,1.32681864,0.18954552
October,2004,Shark,Lepomis punctatus,1.76251699,0.25178814
October,2004,Shark,Elassoma evergladei,0.16872264,0.02410323
October,2004,Shark,Gambusia holbrooki,0.44309171,0.06329882
October,2004,Shark,Poecilia latipinna,0.02215222,0.0031646
October,2004,Shark,Fundulus confluentus,0.08270885,0.01181555
October,2004,Shark,Jordanella floridae,1.04862246,0.14980321
October,2004,Shark,Heterandria formosa,0.03417572,0.00488225
October,2004,Shark,Lucania goodei,0.88041026,0.12577289
October,2004,Shark,Fundulus chrysotus,0.99938787,0.1427697
October,2004,Shark,Ameiurus natalis,0.13668465,0.01952638
October,2004,Shark,Lepomis marginatus,0.78038335,0.11148334
October,2004,Shark,Elassoma evergladei,0.06256615,0.00893802
October,2004,Shark,Gambusia holbrooki,0.11451524,0.01635932
October,2004,Shark,Fundulus confluentus,0.06523248,0.00931893
October,2004,Shark,Jordanella floridae,0.85432488,0.12204641
October,2004,Shark,Heterandria formosa,0.16740774,0.02391539
October,2004,Shark,Lucania goodei,0.48534609,0.06933516
October,2004,Shark,Fundulus chrysotus,1.20487749,0.17212536
October,2004,Shark,Elassoma evergladei,0.11216951,0.01602422
October,2004,Shark,Enneacanthus gloriosus,0.05631071,0.00804439
October,2004,Shark,Gambusia holbrooki,0.11699281,0.01671326
October,2004,Shark,Poecilia latipinna,0.01422477,0.00203211
October,2004,Shark,Fundulus confluentus,0.13432051,0.01918864
October,2004,Shark,Jordanella floridae,0.57951891,0.08278842
October,2004,Shark,Heterandria formosa,0.03645902,0.00520843
October,2004,Shark,Lucania goodei,0.43843033,0.0626329
October,2004,Shark,Fundulus chrysotus,0.6161933,0.08802761
October,2004,Shark,Gambusia holbrooki,0.52645491,0.07520784
October,2004,Shark,Poecilia latipinna,0.05120781,0.0073154
October,2004,Shark,Fundulus confluentus,0.34783663,0.04969095
October,2004,Shark,Jordanella floridae,0.56364944,0.08052135
October,2004,Shark,Heterandria formosa,0.04349498,0.00621357
October,2004,Shark,Lucania goodei,0.53226281,0.07603754
October,2004,Shark,Fundulus chrysotus,0.44634281,0.06376326
October,2004,Shark,Erymizon sucetta,0.13227962,0.01889709
October,2004,Shark,Lepomis marginatus,0.0252296,0.00360423
October,2004,Shark,Cichlasoma urophthalmus,0.45055123,0.06436446
October,2004,Shark,Gambusia holbrooki,0.34061106,0.04865872
October,2004,Shark,Poecilia latipinna,0.02193718,0.00313388
October,2004,Shark,Fundulus confluentus,0.14729496,0.02104214
October,2004,Shark,Jordanella floridae,0.21078134,0.03011162
October,2004,Shark,Heterandria formosa,0.01976548,0.00282364
October,2004,Shark,Lucania goodei,0.52546166,0.07506595
October,2004,Shark,Fundulus chrysotus,0.25745032,0.03677862
October,2004,Shark,Cichlasoma urophthalmus,1.06765473,0.1525221
October,2004,Shark,Gambusia holbrooki,0.13895445,0.01985064
October,2004,Shark,Poecilia latipinna,0.00637309,0.00091044
October,2004,Shark,Fundulus confluentus,0.56830068,0.08118581
October,2004,Shark,Jordanella floridae,0.70686534,0.10098076
October,2004,Shark,Heterandria formosa,0.01265134,0.00180733
October,2004,Shark,Lucania goodei,0.31903521,0.04557646
October,2004,Shark,Fundulus chrysotus,0.19517839,0.02788263
October,2004,Shark,Gambusia holbrooki,0.23467399,0.03352486
October,2004,Shark,Heterandria formosa,0.00481385,0.00068769
October,2004,Shark,Lucania goodei,0.10416932,0.01488133
October,2004,Shark,Fundulus chrysotus,0.01362026,0.00194575
October,2004,Shark,Lepomis marginatus,0.05351476,0.00764497
October,2004,Shark,Elassoma evergladei,0.03723751,0.00531964
October,2004,Shark,Enneacanthus gloriosus,0.05124821,0.00732117
October,2004,Shark,Gambusia holbrooki,0.21709267,0.03101324
October,2004,Shark,Jordanella floridae,0.03217782,0.00459683
October,2004,Shark,Heterandria formosa,0.02417885,0.00345412
October,2004,Shark,Lucania goodei,0.16108854,0.02301265
October,2004,Shark,Fundulus chrysotus,0.14467018,0.02066717
October,2004,Shark,Lepomis marginatus,0.4556184,0.06508834
October,2004,Shark,Enneacanthus gloriosus,0.39194153,0.05599165
October,2004,Shark,Gambusia holbrooki,0.01046619,0.00149517
October,2004,Shark,Jordanella floridae,0.10422749,0.01488964
October,2004,Shark,Heterandria formosa,0.03502803,0.005004
October,2004,Shark,Lucania goodei,0.18679506,0.02668501
October,2004,Shark,Fundulus chrysotus,0.1916097,0.02737281
October,2004,Shark,Noturus gyrinus,0.33339337,0.04762762
October,2004,Shark,Lepomis gulosus,0.01379646,0.00197092
October,2004,Shark,Lepomis punctatus,1.88450156,0.26921451
October,2004,Shark,Elassoma evergladei,0.03079146,0.00439878
October,2004,Shark,Enneacanthus gloriosus,1.01767575,0.14538225
October,2004,Shark,Cichlasoma bimaculatum,1.01023575,0.14431939
October,2004,Shark,Gambusia holbrooki,1.09395034,0.15627862
October,2004,Shark,Poecilia latipinna,0.81436875,0.11633839
October,2004,Shark,Fundulus confluentus,0.8551261,0.12216087
October,2004,Shark,Jordanella floridae,0.39448345,0.05635478
October,2004,Shark,Heterandria formosa,0.28260102,0.04037157
October,2004,Shark,Lucania goodei,0.60092989,0.08584713
October,2004,Shark,Fundulus chrysotus,0.535918,0.07655971
October,2004,Shark,Notropis petersoni,0.01382866,0.00197552
October,2004,Shark,Elassoma evergladei,0.04821232,0.00688747
October,2004,Shark,Oreochromis aureus,3.63494105,0.51927729
October,2004,Shark,Cichlasoma urophthalmus,0.41034687,0.05862098
October,2004,Shark,Gambusia holbrooki,0.16722765,0.02388966
October,2004,Shark,Poecilia latipinna,0.66858472,0.0955121
October,2004,Shark,Fundulus confluentus,0.92328421,0.13189774
October,2004,Shark,Jordanella floridae,0.27024083,0.03860583
October,2004,Shark,Heterandria formosa,0.28262141,0.04037449
October,2004,Shark,Lucania goodei,0.18354671,0.02622096
October,2004,Shark,Fundulus chrysotus,0.27289769,0.03898538
October,2004,Shark,Lepomis punctatus,1.92279522,0.27468503
October,2004,Shark,Elassoma evergladei,0.02833343,0.00404763
October,2004,Shark,Cichlasoma urophthalmus,2.66820481,0.38117212
October,2004,Shark,Gambusia holbrooki,0.4469679,0.06385256
October,2004,Shark,Fundulus confluentus,2.42345538,0.34620791
October,2004,Shark,Jordanella floridae,2.1895515,0.31279307
October,2004,Shark,Heterandria formosa,0.63376431,0.09053776
October,2004,Shark,Lucania goodei,0.27343833,0.03906262
October,2004,Shark,Fundulus chrysotus,1.13026824,0.16146689
October,2004,Shark,Lepomis gulosus,2.2825699,0.32608141
October,2004,Shark,Elassoma evergladei,0.26186597,0.03740942
October,2004,Shark,Cichlasoma urophthalmus,0.48879223,0.06982746
October,2004,Shark,Fundulus confluentus,0.14895808,0.02127973
October,2004,Shark,Jordanella floridae,0.31952967,0.0456471
October,2004,Shark,Lucania goodei,0.05193126,0.00741875
October,2004,Shark,Cyprinidon variegatus,0.04133084,0.00590441
October,2004,Shark,Fundulus confluentus,0.1546993,0.0220999
October,2004,Shark,Jordanella floridae,0.15060683,0.02151526
October,2004,Shark,Fundulus chrysotus,0.04763391,0.00680484
October,2004,Shark,Cichlasoma urophthalmus,0.28971159,0.04138737
October,2004,Shark,Fundulus confluentus,0.0249408,0.00356297
October,2004,Shark,Jordanella floridae,0.18158108,0.02594015
October,2004,Shark,Lucania goodei,0.04628292,0.00661185
October,2004,Shark,Cichlasoma urophthalmus,0.09509466,0.01358495
October,2004,Taylor,Gambusia holbrooki,0.01668424,0.00238346
October,2004,Taylor,Cyprinidon variegatus,0.48409093,0.06915585
October,2004,Taylor,Fundulus confluentus,0.02898437,0.00414062
October,2004,Taylor,Jordanella floridae,0.12734793,0.01819256
October,2004,Taylor,Lepomis sp.,0.00359645,0.00051378
October,2004,Taylor,Cichlasoma urophthalmus,0.31772447,0.04538921
October,2004,Taylor,Cyprinidon variegatus,0.11891693,0.01698813
October,2004,Taylor,Fundulus confluentus,0.03405084,0.00486441
October,2004,Taylor,Jordanella floridae,0.18821081,0.02688726
October,2004,Taylor,Lucania goodei,0.00941972,0.00134567
October,2004,Taylor,Gambusia holbrooki,0.0456699,0.00652427
October,2004,Taylor,Cyprinidon variegatus,0.29792177,0.04256025
October,2004,Taylor,Fundulus confluentus,0.04859127,0.00694161
October,2004,Taylor,Jordanella floridae,0.18696777,0.02670968
October,2004,Taylor,Lepomis punctatus,0.01064521,0.00152074
October,2004,Taylor,Gambusia holbrooki,0.20496887,0.02928127
October,2004,Taylor,Poecilia latipinna,0.0673584,0.00962263
October,2004,Taylor,Cyprinidon variegatus,0.05718489,0.00816927
October,2004,Taylor,Fundulus confluentus,0.1092005,0.01560007
October,2004,Taylor,Jordanella floridae,2.1347071,0.30495816
October,2004,Taylor,Lucania goodei,0.20466207,0.02923744
October,2004,Taylor,Fundulus chrysotus,0.10619903,0.01517129
October,2004,Taylor,Lepomis punctatus,0.01851172,0.00264453
October,2004,Taylor,Gambusia holbrooki,0.1018726,0.01455323
October,2004,Taylor,Cyprinidon variegatus,0.08915244,0.01273606
October,2004,Taylor,Fundulus confluentus,0.11635754,0.01662251
October,2004,Taylor,Jordanella floridae,0.17493624,0.02499089
October,2004,Taylor,Lucania goodei,0.02858873,0.0040841
October,2004,Taylor,Fundulus chrysotus,0.0346791,0.00495416
October,2004,Taylor,Lepomis sp.,0.00755749,0.00107964
October,2004,Taylor,Gambusia holbrooki,0.08470953,0.01210136
October,2004,Taylor,Cyprinidon variegatus,0.21748452,0.03106922
October,2004,Taylor,Fundulus confluentus,0.10400832,0.01485833
October,2004,Taylor,Jordanella floridae,0.19142552,0.0273465
October,2004,Taylor,Lucania goodei,0.00605247,0.00086464
October,2004,Taylor,Fundulus chrysotus,0.01542815,0.00220402
October,2004,Taylor,Lepomis sp.,0.01204352,0.0017205
October,2004,Taylor,Lepomis marginatus,0.21079434,0.03011348
October,2004,Taylor,Gambusia holbrooki,0.0453795,0.00648279
October,2004,Taylor,Fundulus confluentus,0.1765291,0.02521844
October,2004,Taylor,Jordanella floridae,0.79628236,0.11375462
October,2004,Taylor,Cichlasoma urophthalmus,0.33906514,0.04843788
October,2004,Taylor,Gambusia holbrooki,0.0131267,0.00187524
October,2004,Taylor,Cyprinidon variegatus,0.23705861,0.03386552
October,2004,Taylor,Fundulus confluentus,0.03101847,0.00443121
October,2004,Taylor,Jordanella floridae,0.05654788,0.00807827
October,2004,Taylor,Cyprinidon variegatus,0.33297113,0.0475673
October,2004,Taylor,Fundulus confluentus,0.0795901,0.01137001
October,2004,Taylor,Jordanella floridae,0.16438358,0.02348337
