"","SpeciesName","CommonName","FunctionalGroup","Date","Month","Year","Area","SITENAME","FPO","Plot","TotalSpeciesWeight","NumofThrowTraps","SpeciesBiomass"
"2578","Lucania goodei","Bluefin killifish","omnivore","1999-04-01","April",1999,"Taylor","Taylor Slough_Site TSA","Fish","TSA",1.62029115,7,0.23147016
"2579","Lucania goodei","Bluefin killifish","omnivore","1996-12-01","December",1996,"Shark","Shark Slough_Site 07B","Fish","07B",1.46346413,7,0.2090663
"2580","Lucania goodei","Bluefin killifish","omnivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 07C","Fish","07C",1.43558738,7,0.20508391
"2581","Lucania goodei","Bluefin killifish","omnivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.10045316,7,0.01435045
"2582","Lucania goodei","Bluefin killifish","omnivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.10735796,7,0.01533685
"2583","Lucania goodei","Bluefin killifish","omnivore","1997-04-01","April",1997,"Shark","Shark Slough_Site 08C","Fish","08C",0.85853073,7,0.12264725
"2584","Lucania goodei","Bluefin killifish","omnivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.48871251,7,0.06981607
"2585","Lucania goodei","Bluefin killifish","omnivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 07C","Fish","07C",0.74940725,7,0.10705818
"2586","Lucania goodei","Bluefin killifish","omnivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 37B","Fish","37B",1.73051306,7,0.24721615
"2587","Lucania goodei","Bluefin killifish","omnivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 37C","Fish","37C",0.9121113,7,0.13030161
"2588","Menidia beryllina","Inland silverside","planktivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 37C","Fish","37C",-9999,7,-9999
"2589","Micropterus salmoides","Largemouth bass","piscivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 08B","Fish","08B",5.4082622,7,0.77260889
"2590","Micropterus salmoides","Largemouth bass","piscivore","1996-05-01","May",1996,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.02558319,7,0.00365474
"2591","Notropis petersoni","Coastal shiner","planktivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.00195505,7,0.00027929
"2592","Notropis petersoni","Coastal shiner","planktivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.01210196,7,0.00172885
"2593","Notropis petersoni","Coastal shiner","planktivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 07A","Fish","07A",0.06296713,7,0.0089953
"2594","Notropis petersoni","Coastal shiner","planktivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.00776065,7,0.00110866
"2595","Notropis petersoni","Coastal shiner","planktivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.08087208,7,0.01155315
"2596","Notropis petersoni","Coastal shiner","planktivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 08C","Fish","08C",0.04094215,7,0.00584888
"2597","Notropis petersoni","Coastal shiner","planktivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.02034412,7,0.0029063
"2598","Notropis petersoni","Coastal shiner","planktivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.18842248,7,0.0269175
"2599","Notropis petersoni","Coastal shiner","planktivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.05372599,7,0.00767514
"2600","Notropis petersoni","Coastal shiner","planktivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 37A","Fish","37A",0.02798055,7,0.00399722
"2601","Notropis petersoni","Coastal shiner","planktivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.00715496,7,0.00102214
"2602","Notropis petersoni","Coastal shiner","planktivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.00371749,7,0.00053107
"2603","Notropis petersoni","Coastal shiner","planktivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 08A","Fish","08A",0.23808981,7,0.03401283
"2604","Notropis petersoni","Coastal shiner","planktivore","1997-04-01","April",1997,"Shark","Shark Slough_Site 07A","Fish","07A",0.13611693,7,0.01944528
"2605","Notropis petersoni","Coastal shiner","planktivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 07A","Fish","07A",0.41477421,7,0.05925346
"2606","Notropis petersoni","Coastal shiner","planktivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 08C","Fish","08C",0.30617181,7,0.04373883
"2607","Notropis petersoni","Coastal shiner","planktivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 37C","Fish","37C",0.02917299,7,0.00416757
"2608","Notropis petersoni","Coastal shiner","planktivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 08B","Fish","08B",0.05671623,7,0.00810232
"2609","Notropis petersoni","Coastal shiner","planktivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 08B","Fish","08B",0.02295248,7,0.00327893
"2610","Notropis petersoni","Coastal shiner","planktivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.01745618,7,0.00249374
"2611","Noturus gyrinus","Tadpole madtom","invertivore","1998-10-01","October",1998,"Shark","Shark Slough_Site 37A","Fish","37A",0.10954624,7,0.01564946
"2612","Noturus gyrinus","Tadpole madtom","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 07A","Fish","07A",11.64244606,7,1.66320658
"2613","Noturus gyrinus","Tadpole madtom","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.23770762,7,0.03395823
"2614","Noturus gyrinus","Tadpole madtom","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.23808485,7,0.03401212
"2615","Noturus gyrinus","Tadpole madtom","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 37A","Fish","37A",0.11919268,7,0.01702753
"2616","Noturus gyrinus","Tadpole madtom","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.21279711,7,0.03039959
"2617","Noturus gyrinus","Tadpole madtom","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 37C","Fish","37C",0.03836655,7,0.00548094
"2618","Noturus gyrinus","Tadpole madtom","invertivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 37A","Fish","37A",0.23952472,7,0.03421782
"2619","Noturus gyrinus","Tadpole madtom","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.98828581,7,0.14118369
"2620","Noturus gyrinus","Tadpole madtom","invertivore","1998-10-01","October",1998,"Shark","Shark Slough_Site 08A","Fish","08A",0.01583141,7,0.00226163
"2621","Noturus gyrinus","Tadpole madtom","invertivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 37B","Fish","37B",0.14013534,7,0.02001933
"2622","Noturus gyrinus","Tadpole madtom","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 37C","Fish","37C",0.04515644,7,0.00645092
"2623","Noturus gyrinus","Tadpole madtom","invertivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 37C","Fish","37C",0.24053006,7,0.03436144
"2624","Noturus gyrinus","Tadpole madtom","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 37C","Fish","37C",8.48445214,7,1.21206459
"2625","Noturus gyrinus","Tadpole madtom","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 37B","Fish","37B",0.22384497,7,0.03197785
"2626","Noturus gyrinus","Tadpole madtom","invertivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 37B","Fish","37B",0.11871541,7,0.01695934
"2627","Noturus gyrinus","Tadpole madtom","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.20194635,7,0.02884948
"2628","Noturus gyrinus","Tadpole madtom","invertivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 37B","Fish","37B",0.16737966,7,0.02391138
"2629","Noturus gyrinus","Tadpole madtom","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 37A","Fish","37A",0.02459449,7,0.0035135
"2630","Noturus gyrinus","Tadpole madtom","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 08C","Fish","08C",0.10102464,7,0.01443209
"2631","Oreochromis aureus","Blue tilapia","detrivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 37A","Fish","37A",0.31664562,7,0.04523509
"2632","Oreochromis aureus","Blue tilapia","detrivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 37C","Fish","37C",1.20126509,7,0.1716093
"2633","Oreochromis aureus","Blue tilapia","detrivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 37C","Fish","37C",0.65214433,7,0.09316348
"2634","Poecilia latipinna","Sailfin molly","algivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.01208292,7,0.00172613
"2635","Poecilia latipinna","Sailfin molly","algivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 08C","Fish","08C",1.81368597,7,0.259098
"2636","Poecilia latipinna","Sailfin molly","algivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.01263361,7,0.0018048
"2637","Poecilia latipinna","Sailfin molly","algivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 07C","Fish","07C",0.82093528,7,0.11727647
"2638","Poecilia latipinna","Sailfin molly","algivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 08C","Fish","08C",0.38596854,7,0.05513836
"2639","Poecilia latipinna","Sailfin molly","algivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 37A","Fish","37A",0.67945615,7,0.09706516
"2640","Poecilia latipinna","Sailfin molly","algivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 37C","Fish","37C",1.28698569,7,0.1838551
"2641","Poecilia latipinna","Sailfin molly","algivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.03466089,7,0.00495156
"2642","Poecilia latipinna","Sailfin molly","algivore","1997-04-01","April",1997,"Shark","Shark Slough_Site 37C","Fish","37C",0.12642876,5,0.02528575
"2643","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 07A","Fish","07A",2.00223529,7,0.28603361
"2644","Poecilia latipinna","Sailfin molly","algivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.050619,7,0.00723129
"2645","Poecilia latipinna","Sailfin molly","algivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 37A","Fish","37A",1.83373225,7,0.26196175
"2646","Poecilia latipinna","Sailfin molly","algivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 08C","Fish","08C",0.86190766,7,0.12312967
"2647","Poecilia latipinna","Sailfin molly","algivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.00994309,7,0.00142044
"2648","Poecilia latipinna","Sailfin molly","algivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.81460142,7,0.11637163
"2649","Poecilia latipinna","Sailfin molly","algivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 07B","Fish","07B",1.22119131,7,0.1744559
"2650","Poecilia latipinna","Sailfin molly","algivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 08B","Fish","08B",0.05823653,7,0.0083195
"2651","Poecilia latipinna","Sailfin molly","algivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 37B","Fish","37B",0.93776258,7,0.13396608
"2652","Poecilia latipinna","Sailfin molly","algivore","1997-12-01","December",1997,"Shark","Shark Slough_Site 07B","Fish","07B",1.18983383,7,0.16997626
"2653","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.0080557,7,0.00115081
"2654","Poecilia latipinna","Sailfin molly","algivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.00585305,7,0.00083615
"2655","Poecilia latipinna","Sailfin molly","algivore","1998-10-01","October",1998,"Shark","Shark Slough_Site 37A","Fish","37A",7.74673875,7,1.10667696
"2656","Poecilia latipinna","Sailfin molly","algivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 08B","Fish","08B",2.05980497,7,0.29425785
"2657","Poecilia latipinna","Sailfin molly","algivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.14623885,7,0.02089126
"2658","Poecilia latipinna","Sailfin molly","algivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 08A","Fish","08A",0.29533053,7,0.04219008
"2659","Poecilia latipinna","Sailfin molly","algivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.12391344,7,0.01770192
"2660","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 37C","Fish","37C",3.30522634,7,0.47217519
"2661","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 37B","Fish","37B",3.15153539,7,0.45021934
"2662","Poecilia latipinna","Sailfin molly","algivore","1998-10-01","October",1998,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.00876908,7,0.00125273
"2663","Poecilia latipinna","Sailfin molly","algivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.15483489,7,0.02211927
"2664","Poecilia latipinna","Sailfin molly","algivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 07B","Fish","07B",0.28697817,7,0.04099688
"2665","Poecilia latipinna","Sailfin molly","algivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 37C","Fish","37C",0.05857078,7,0.00836725
"2666","Poecilia latipinna","Sailfin molly","algivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 37B","Fish","37B",0.70545487,7,0.10077927
"2667","Poecilia latipinna","Sailfin molly","algivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 07B","Fish","07B",0.26155407,7,0.03736487
"2668","Poecilia latipinna","Sailfin molly","algivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.30226486,7,0.04318069
"2669","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.19619471,7,0.02802782
"2670","Poecilia latipinna","Sailfin molly","algivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.06997072,7,0.00999582
"2671","Poecilia latipinna","Sailfin molly","algivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 08A","Fish","08A",2.24414458,7,0.32059208
"2672","Poecilia latipinna","Sailfin molly","algivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 07A","Fish","07A",0.29452313,7,0.04207473
"2673","Poecilia latipinna","Sailfin molly","algivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 37A","Fish","37A",1.526072,7,0.21801029
"2674","Poecilia latipinna","Sailfin molly","algivore","1997-04-01","April",1997,"Shark","Shark Slough_Site 07B","Fish","07B",0.53932451,7,0.07704636
"2675","Poecilia latipinna","Sailfin molly","algivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 08B","Fish","08B",0.03121317,7,0.00445902
"2676","Poecilia latipinna","Sailfin molly","algivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.44253225,7,0.06321889
"2677","Poecilia latipinna","Sailfin molly","algivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.00669213,7,0.00095602
"2678","Poecilia latipinna","Sailfin molly","algivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.08699766,7,0.01242824
"2679","Poecilia latipinna","Sailfin molly","algivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 07A","Fish","07A",1.23123351,7,0.1758905
"2680","Poecilia latipinna","Sailfin molly","algivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 07C","Fish","07C",0.46822453,7,0.06688922
"2681","Poecilia latipinna","Sailfin molly","algivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.02130061,7,0.00304294
"2682","Poecilia latipinna","Sailfin molly","algivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 08C","Fish","08C",0.11969221,7,0.01709889
"2683","Poecilia latipinna","Sailfin molly","algivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site TSD","Fish","TSD",1.3008519,7,0.18583599
"2684","Poecilia latipinna","Sailfin molly","algivore","1997-04-01","April",1997,"Shark","Shark Slough_Site 07C","Fish","07C",1.97633584,7,0.28233369
"2685","Poecilia latipinna","Sailfin molly","algivore","1997-12-01","December",1997,"Shark","Shark Slough_Site 07A","Fish","07A",1.27233962,7,0.1817628
"2686","Poecilia latipinna","Sailfin molly","algivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 08A","Fish","08A",1.04711195,7,0.14958742
"2687","Poecilia latipinna","Sailfin molly","algivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.57729119,7,0.08247017
"2688","Poecilia latipinna","Sailfin molly","algivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.0206356,7,0.00294794
"2689","Poecilia latipinna","Sailfin molly","algivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.0225429,7,0.00322041
"2690","Poecilia latipinna","Sailfin molly","algivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 08B","Fish","08B",2.59861469,7,0.37123067
"2691","Poecilia latipinna","Sailfin molly","algivore","1997-04-01","April",1997,"Shark","Shark Slough_Site 08B","Fish","08B",0.62477193,7,0.08925313
"2692","Poecilia latipinna","Sailfin molly","algivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 37B","Fish","37B",1.49670999,7,0.21381571
"2693","Poecilia latipinna","Sailfin molly","algivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.05577098,7,0.00796728
"2694","Poecilia latipinna","Sailfin molly","algivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 08B","Fish","08B",0.28320904,7,0.04045843
"2695","Poecilia latipinna","Sailfin molly","algivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.2234717,7,0.03192453
"2696","Poecilia latipinna","Sailfin molly","algivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.05163055,7,0.00737579
"2697","Poecilia latipinna","Sailfin molly","algivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 08A","Fish","08A",1.68592002,7,0.24084572
"2698","Poecilia latipinna","Sailfin molly","algivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 07A","Fish","07A",1.49337649,7,0.2133395
"2699","Poecilia latipinna","Sailfin molly","algivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 07C","Fish","07C",1.36917667,7,0.19559667
"2700","Poecilia latipinna","Sailfin molly","algivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 08C","Fish","08C",0.5268348,7,0.07526211
"2701","Poecilia latipinna","Sailfin molly","algivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.02884487,7,0.0041207
"2702","Poecilia latipinna","Sailfin molly","algivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.00905513,7,0.00129359
"2703","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 07B","Fish","07B",3.2304596,7,0.46149423
"2704","Poecilia latipinna","Sailfin molly","algivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.79558495,7,0.11365499
"2705","Poecilia latipinna","Sailfin molly","algivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 08B","Fish","08B",0.12199717,7,0.01742817
"2706","Poecilia latipinna","Sailfin molly","algivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 07B","Fish","07B",1.30069535,7,0.18581362
"2707","Poecilia latipinna","Sailfin molly","algivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 37C","Fish","37C",0.1090485,7,0.01557836
"2708","Poecilia latipinna","Sailfin molly","algivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 37A","Fish","37A",1.84085555,7,0.26297936
"2709","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.0048397,7,0.00069139
"2710","Poecilia latipinna","Sailfin molly","algivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 07A","Fish","07A",0.00321882,7,0.00045983
"2711","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 07C","Fish","07C",2.7377124,7,0.39110177
"2712","Poecilia latipinna","Sailfin molly","algivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 07A","Fish","07A",0.01925521,7,0.00275074
"2713","Poecilia latipinna","Sailfin molly","algivore","1997-04-01","April",1997,"Shark","Shark Slough_Site 07A","Fish","07A",1.55552756,7,0.22221822
"2714","Poecilia latipinna","Sailfin molly","algivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 08C","Fish","08C",0.14950712,7,0.02135816
"2715","Poecilia latipinna","Sailfin molly","algivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 37B","Fish","37B",2.25269921,7,0.32181417
"2716","Poecilia latipinna","Sailfin molly","algivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 07C","Fish","07C",2.41255699,7,0.344651
"2717","Poecilia latipinna","Sailfin molly","algivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.08162437,7,0.01166062
"2718","Poecilia latipinna","Sailfin molly","algivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 07B","Fish","07B",0.16209399,7,0.02315628
"2719","Poecilia latipinna","Sailfin molly","algivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.00895392,7,0.00127913
"2720","Poecilia latipinna","Sailfin molly","algivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 37C","Fish","37C",0.17976507,7,0.02568072
"2721","Poecilia latipinna","Sailfin molly","algivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 37B","Fish","37B",1.59846749,7,0.2283525
"2722","Poecilia latipinna","Sailfin molly","algivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 07B","Fish","07B",0.18521339,7,0.02645906
"2723","Poecilia latipinna","Sailfin molly","algivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 07C","Fish","07C",0.04225705,7,0.00603672
"2724","Poecilia latipinna","Sailfin molly","algivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 07A","Fish","07A",1.17626064,7,0.16803723
"2725","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.02877351,7,0.0041105
"2726","Poecilia latipinna","Sailfin molly","algivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 37A","Fish","37A",1.75256925,7,0.25036704
"2727","Poecilia latipinna","Sailfin molly","algivore","1998-10-01","October",1998,"Shark","Shark Slough_Site 07C","Fish","07C",2.11810033,7,0.30258576
"2728","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 08B","Fish","08B",0.76093924,7,0.10870561
"2729","Poecilia latipinna","Sailfin molly","algivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 37C","Fish","37C",0.6073165,7,0.0867595
"2730","Poecilia latipinna","Sailfin molly","algivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 37A","Fish","37A",0.81112386,6,0.13518731
"2731","Poecilia latipinna","Sailfin molly","algivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 07C","Fish","07C",0.22609266,7,0.03229895
"2732","Poecilia latipinna","Sailfin molly","algivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.23675501,7,0.03382214
"2733","Poecilia latipinna","Sailfin molly","algivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 07B","Fish","07B",3.36376528,7,0.4805379
"2734","Poecilia latipinna","Sailfin molly","algivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.05024908,7,0.00717844
"2735","Poecilia latipinna","Sailfin molly","algivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 08A","Fish","08A",0.02185156,7,0.00312165
"2736","Poecilia latipinna","Sailfin molly","algivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 37C","Fish","37C",1.60493213,7,0.22927602
"2737","Poecilia latipinna","Sailfin molly","algivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.58335355,7,0.08333622
"2738","Poecilia latipinna","Sailfin molly","algivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 08A","Fish","08A",0.62974142,7,0.08996306
"2739","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 08C","Fish","08C",2.09392562,7,0.29913223
"2740","Poecilia latipinna","Sailfin molly","algivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.38094233,7,0.05442033
"2741","Poecilia latipinna","Sailfin molly","algivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 07C","Fish","07C",1.23157153,7,0.17593879
"2742","Poecilia latipinna","Sailfin molly","algivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 37C","Fish","37C",0.10085142,7,0.01440735
"2743","Poecilia latipinna","Sailfin molly","algivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.06004811,7,0.0085783
"2744","Poecilia latipinna","Sailfin molly","algivore","1998-10-01","October",1998,"Shark","Shark Slough_Site 08B","Fish","08B",2.12062732,7,0.30294676
"2745","Poecilia latipinna","Sailfin molly","algivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 08B","Fish","08B",0.17641956,7,0.02520279
"2746","Poecilia latipinna","Sailfin molly","algivore","1999-04-01","April",1999,"Taylor","Taylor Slough_Site TSC","Fish","TSC",1.55976026,7,0.22282289
"2747","Poecilia latipinna","Sailfin molly","algivore","1999-04-01","April",1999,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.00754739,5,0.00150948
"2748","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.01530761,7,0.0021868
"2749","Poecilia latipinna","Sailfin molly","algivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 37B","Fish","37B",1.67063075,7,0.23866154
"2750","Poecilia latipinna","Sailfin molly","algivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 08A","Fish","08A",0.70464654,7,0.10066379
"2751","Poecilia latipinna","Sailfin molly","algivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 37A","Fish","37A",7.39099374,7,1.05585625
"2752","Poecilia latipinna","Sailfin molly","algivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 07A","Fish","07A",1.69876535,7,0.24268076
"2753","Poecilia latipinna","Sailfin molly","algivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 08A","Fish","08A",3.66758006,7,0.52394001
"2754","Poecilia latipinna","Sailfin molly","algivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 08B","Fish","08B",0.34388455,7,0.04912636
