"","Month","Year","Area","SpeciesName","CommonName","ThermalGuild","TotalSpeciesWeight","SpeciesBiomass"
"816","October",1996,"Taylor","Fundulus seminolis","Seminole killifish","cool/warm",0.11404558,0.01629223
"817","July",1997,"Taylor","Fundulus seminolis","Seminole killifish","cool/warm",0.08948084,0.01278298
"818","October",2003,"Taylor","Fundulus seminolis","Seminole killifish","cool/warm",0.25063844,0.03580549
"819","April",1996,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.14013534,0.02001933
"820","April",1998,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.0546618933333333,0.00780884333333333
"821","December",1998,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.16737966,0.02391138
"822","February",1998,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.179120065,0.02558858
"823","July",1998,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.24053006,0.03436144
"824","October",1998,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.062688825,0.008955545
"825","April",1999,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",11.64244606,1.66320658
"826","February",1999,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",2.94249659666667,0.420356656666667
"827","July",1999,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.04515644,0.00645092
"828","April",2000,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.345778085,0.04939687
"829","February",2000,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.21589568,0.03084224
"830","July",2000,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.00374902,0.00053557
"831","December",2002,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.407482426666667,0.0582117733333333
"832","December",2003,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.150696822,0.021528116
"833","February",2003,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.14064746,0.078281425
"834","July",2003,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.133507351666667,0.0190724783333333
"835","October",2003,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.086863085,0.0124090116666667
"836","April",2004,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.49156348,0.07022335
"837","February",2004,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.442563591428571,0.06322337
"838","July",2004,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.47837551,0.06833936
"839","October",2004,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.33339337,0.04762762
"840","February",2005,"Shark","Noturus gyrinus","Tadpole madtom","cool/warm",0.03266964,0.00466709
"841","April",1997,"Taylor","Noturus gyrinus","Tadpole madtom","cool/warm",0.23808485,0.03401212
"842","July",1998,"Taylor","Noturus gyrinus","Tadpole madtom","cool/warm",0.20194635,0.02884948
"843","February",1999,"Taylor","Noturus gyrinus","Tadpole madtom","cool/warm",0.479596846666667,0.0685138366666667
"844","July",2000,"Taylor","Noturus gyrinus","Tadpole madtom","cool/warm",0.01527142,0.00218163
"845","April",2002,"Taylor","Noturus gyrinus","Tadpole madtom","cool/warm",0.45301678,0.06471668
"846","December",2003,"Taylor","Noturus gyrinus","Tadpole madtom","cool/warm",0.07270626,0.01038661
"847","October",2003,"Taylor","Noturus gyrinus","Tadpole madtom","cool/warm",0.24861425,0.03551632
"848","December",2004,"Taylor","Noturus gyrinus","Tadpole madtom","cool/warm",0.04687648,0.00669664
"849","February",2004,"Taylor","Noturus gyrinus","Tadpole madtom","cool/warm",0.19146761,0.03829352
"850","February",2003,"Shark","Hemichromis bimaculatus","African jewelfish","warm",-9999,-9999
"851","April",2003,"Shark","Esox americanus","American pickerel","warm",11.71491687,1.67355955
"852","February",2003,"Shark","Esox americanus","American pickerel","warm",-9999,-9999
"853","July",2003,"Shark","Esox americanus","American pickerel","warm",10.94685071,1.56383582
"854","April",2004,"Shark","Esox americanus","American pickerel","warm",2.50850171,0.35835739
"855","April",2005,"Shark","Esox americanus","American pickerel","warm",0.24381376,0.04876275
"856","February",2005,"Shark","Esox americanus","American pickerel","warm",28.4463825125,4.0637689325
"857","October",2004,"Taylor","Esox americanus","American pickerel","warm",0.41509893,0.05929985
"858","December",1998,"Shark","Lepomis macrochirus","Bluegill sunfish","warm",0.33154824,0.0473640366666667
"859","July",1998,"Shark","Lepomis macrochirus","Bluegill sunfish","warm",0.159781785,0.02282597
"860","October",1998,"Shark","Lepomis macrochirus","Bluegill sunfish","warm",0.742766018,0.106109432
"861","February",1999,"Shark","Lepomis macrochirus","Bluegill sunfish","warm",1.32465704,0.18923672
"862","February",2000,"Shark","Lepomis macrochirus","Bluegill sunfish","warm",0.05679233,0.00811319
"863","September",2001,"Shark","Lepomis macrochirus","Bluegill sunfish","warm",0.07303804,0.01043401
"864","October",2002,"Shark","Lepomis macrochirus","Bluegill sunfish","warm",0.01669811,0.00238544
"865","December",1997,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",0.0592448333333333,0.00846354666666667
"866","February",1997,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",0.02690936,0.00384419
"867","October",1997,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",0.14339804,0.02048543
"868","April",1998,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",0.23475888,0.03353698
"869","December",1998,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",0.465747145,0.066535305
"870","July",1998,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",0.05370691,0.00767242
"871","October",1998,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",0.7314573,0.1044939
"872","February",1999,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",4.54462954333333,0.649232793333333
"873","July",1999,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",0.05531082,0.00790155
"874","December",2000,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",0.08903931,0.0127199
"875","February",2001,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",0.0565507,0.00807867
"876","October",2002,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",1.4775965,0.21108521
"877","April",2004,"Taylor","Lepomis macrochirus","Bluegill sunfish","warm",0.10790899,0.0215818
"878","March",2000,"Shark","Amia calva","Bowfin","warm",0.02438867,0.32419949
"879","February",2000,"Shark","Labidesthes sicculus","Brook silverside","warm",0.07527938,0.0107542
"880","July",2003,"Shark","Labidesthes sicculus","Brook silverside","warm",0.04086549,0.00583793
"881","July",1996,"Taylor","Labidesthes sicculus","Brook silverside","warm",0.04911784,0.00701683
"882","October",1996,"Taylor","Labidesthes sicculus","Brook silverside","warm",0.03166455,0.00452351
"883","October",1997,"Taylor","Labidesthes sicculus","Brook silverside","warm",0.08241547,0.01177364
"884","April",1998,"Taylor","Labidesthes sicculus","Brook silverside","warm",0.05134317,0.00855719
"885","July",1999,"Taylor","Labidesthes sicculus","Brook silverside","warm",0.04121594,0.00588799
"886","December",2002,"Taylor","Labidesthes sicculus","Brook silverside","warm",0.01587935,0.00226848
"887","December",2003,"Taylor","Labidesthes sicculus","Brook silverside","warm",0.140846355,0.02012091
"888","July",2003,"Taylor","Labidesthes sicculus","Brook silverside","warm",0.009911486,0.001415926
"889","October",2003,"Taylor","Labidesthes sicculus","Brook silverside","warm",0.13538907,0.019341295
"890","December",2004,"Taylor","Labidesthes sicculus","Brook silverside","warm",0.1478898,0.02112711
"891","February",2004,"Taylor","Labidesthes sicculus","Brook silverside","warm",0.02546975,0.00509395
"892","April",2003,"Taylor","Esox niger","Chain pickerel","warm",0.06817573,0.01363515
"893","April",1996,"Shark","Notropis petersoni","Coastal shiner","warm",0.160210408,0.022887202
"894","July",1996,"Shark","Notropis petersoni","Coastal shiner","warm",0.13951598,0.019930855
"895","October",1996,"Shark","Notropis petersoni","Coastal shiner","warm",0.05671623,0.00810232
"896","April",1997,"Shark","Notropis petersoni","Coastal shiner","warm",0.13611693,0.01944528
"897","February",1997,"Shark","Notropis petersoni","Coastal shiner","warm",0.06296713,0.0089953
"898","October",2004,"Shark","Notropis petersoni","Coastal shiner","warm",0.01382866,0.00197552
"899","February",2005,"Shark","Notropis petersoni","Coastal shiner","warm",0.05664699,0.00809243
"900","December",1996,"Taylor","Notropis petersoni","Coastal shiner","warm",0.121074235,0.01729632
"901","July",1996,"Taylor","Notropis petersoni","Coastal shiner","warm",0.007028505,0.00100407
"902","October",1996,"Taylor","Notropis petersoni","Coastal shiner","warm",0.04916413,0.007023445
"903","April",1997,"Taylor","Notropis petersoni","Coastal shiner","warm",0.014052385,0.00200748
"904","July",1997,"Taylor","Notropis petersoni","Coastal shiner","warm",0.005436225,0.000776605
"905","October",2002,"Taylor","Notropis petersoni","Coastal shiner","warm",0.113184725,0.016169245
"906","December",2003,"Taylor","Notropis petersoni","Coastal shiner","warm",0.10845028,0.0154929
"907","February",2004,"Taylor","Notropis petersoni","Coastal shiner","warm",0.04493,0.008986
"908","April",1996,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.843783696666667,0.120540526666667
"909","December",1996,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.719288855555556,0.10275555
"910","February",1996,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.661290482222222,0.0944700688888889
"911","July",1996,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.874526257777778,0.124932323333333
"912","October",1996,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.827828564444444,0.118261222222222
"913","April",1997,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.739109274285714,0.107324297142857
"914","December",1997,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.62626958,0.0894670833333333
"915","February",1997,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.943796127777778,0.134828017777778
"916","July",1997,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",1.05157663,0.150225232222222
"917","October",1997,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.881140672222222,0.12587724
"918","April",1998,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.913662875555556,0.130523268888889
"919","December",1998,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.836017842222222,0.119431122222222
"920","February",1998,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.558855433333333,0.0798364888888889
"921","July",1998,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.776069784444444,0.110867114444444
"922","October",1998,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.95093138,0.135847337777778
"923","April",1999,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",1.36399331,0.214101363333333
"924","December",1999,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.742417973333333,0.106059711111111
"925","February",1999,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.964580741111111,0.137797248888889
"926","July",1999,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.53420871,0.07631553
"927","October",1999,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.588443651111111,0.08406338
"928","April",2000,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",1.07585559571429,0.153693658571429
"929","December",2000,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",1.11611135111111,0.159444478888889
"930","February",2000,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.598561928888889,0.0855088466666667
"931","July",2000,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.659650527777778,0.09423579
"932","October",2000,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.596837756666667,0.0852625377777778
"933","April",2001,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.566561135,0.112877115
"934","December",2001,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",1.41264804777778,0.201806863333333
"935","February",2001,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",1.03214805833333,0.147449723333333
"936","July",2001,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.194588538888889,0.0277983644444444
"937","September",2001,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.641346233333333,0.09162089
"938","April",2002,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",1.42991440444444,0.204273486666667
"939","December",2002,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.971342447407407,0.138763207407407
"940","July",2002,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.297589391111111,0.0425127688888889
"941","October",2002,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.485153580555556,0.0693076544444444
"942","April",2003,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.617083202857143,0.0899450792857143
"943","December",2003,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.150030795384615,0.0214329707692308
"944","February",2003,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.616652340833333,0.0896008991666667
"945","July",2003,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.201029664375,0.028718524375
"946","October",2003,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.095047824,0.0135782606666667
"947","April",2004,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.0992075245454545,0.0141725036363636
"948","February",2004,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.184622526153846,0.0263746461538462
"949","July",2004,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.116743442,0.016677636
"950","October",2004,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.286415587333333,0.0409165126666667
"951","April",2005,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.258543612857143,0.0517087228571429
"952","February",2005,"Shark","Gambusia holbrooki","Eastern mosquitofish","warm",0.496931824666667,0.0709902593333333
"953","December",1996,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.383410063076923,0.0547728653846154
"954","July",1996,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.175463823076923,0.02506626
"955","May",1996,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.1046115,0.0149444966666667
"956","October",1996,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.222041208461538,0.0317201730769231
"957","April",1997,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.369287205555556,0.0527553133333333
"958","December",1997,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.260692477692308,0.03743928
"959","February",1997,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.296896530909091,0.04241379
"960","July",1997,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.103655754615385,0.0148450538461538
"961","October",1997,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.289536133846154,0.0413623046153846
"962","April",1998,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.23944407,0.0342153718181818
"963","December",1998,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.351469493333333,0.0502099275
"964","February",1998,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.20793088,0.0297671090909091
"965","July",1998,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.134727996666667,0.0193276175
"966","October",1998,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.183926611538462,0.0262752307692308
"967","April",1999,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.255871515,0.04280047
"968","December",1999,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.279605708461538,0.0399436723076923
"969","February",1999,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.505751109230769,0.0722501576923077
"970","July",1999,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.183360210909091,0.0261943154545455
"971","October",1999,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.177050484615385,0.0252929253846154
"972","April",2000,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.354614727142857,0.0533913814285714
"973","December",2000,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.511189290769231,0.0730270423076923
"974","February",2000,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.223516811666667,0.0319309725
"975","July",2000,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.142856912307692,0.02040813
"976","October",2000,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.270034443846154,0.0385763492307692
"977","April",2001,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.109014225,0.029391515
"978","December",2001,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.380237031538462,0.0543195761538462
"979","February",2001,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.704815915,0.1006879875
"980","July",2001,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.130385884166667,0.018626555
"981","September",2001,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.155401654166667,0.0222002366666667
"982","April",2002,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.502019005,0.071717
"983","December",2002,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.0583113577777778,0.00833019444444444
"984","February",2002,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.736773668888889,0.105253381111111
"985","July",2002,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.0144616366666667,0.00206594833333333
"986","October",2002,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.07713622125,0.01101946125
"987","April",2003,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.017312454,0.003462492
"988","December",2003,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.141265637777778,0.0201808055555556
"989","February",2003,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.270610288,0.054122056
"990","July",2003,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.0516209690909091,0.00737442454545455
"991","October",2003,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.068434242,0.00977632
"992","April",2004,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.28294776,0.05658955
"993","December",2004,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.259805417777778,0.0371150577777778
"994","February",2004,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.139644542857143,0.0279289085714286
"995","October",2004,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.0685917627272727,0.00979882272727273
"996","April",2005,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.120467843333333,0.0240935666666667
"997","February",2005,"Taylor","Gambusia holbrooki","Eastern mosquitofish","warm",0.147062484285714,0.0294124957142857
"998","October",2002,"Taylor","Notemigonus crysoleucas","Golden shiner","warm",0.0844174,0.01205963
"999","April",1996,"Shark","Erimyzon sucetta","Lake chubsucker","warm",2.43637326666667,0.348053323333333
"1000","December",1996,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.97216354,0.13888051
"1001","February",1996,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.106436656666667,0.0152052383333333
"1002","July",1996,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.535295644,0.076470806
"1003","October",1996,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.724714853333333,0.103530693333333
"1004","April",1997,"Shark","Erimyzon sucetta","Lake chubsucker","warm",1.72653277,0.24664754
"1005","December",1997,"Shark","Erimyzon sucetta","Lake chubsucker","warm",7.50993811,1.0728483
"1006","February",1997,"Shark","Erimyzon sucetta","Lake chubsucker","warm",1.75343615777778,0.25049088
"1007","July",1997,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.8933635425,0.1276233625
"1008","October",1997,"Shark","Erimyzon sucetta","Lake chubsucker","warm",2.5140703075,0.3591529
"1009","April",1998,"Shark","Erimyzon sucetta","Lake chubsucker","warm",1.3944147575,0.19920211
"1010","December",1998,"Shark","Erimyzon sucetta","Lake chubsucker","warm",1.078246275,0.1540351825
"1011","February",1998,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.77959404,0.111370576666667
"1012","July",1998,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.591748718333333,0.08453553
"1013","October",1998,"Shark","Erimyzon sucetta","Lake chubsucker","warm",2.523068595,0.3604383725
"1014","April",1999,"Shark","Erimyzon sucetta","Lake chubsucker","warm",3.0300277525,0.4450570525
"1015","February",1999,"Shark","Erimyzon sucetta","Lake chubsucker","warm",2.14921913714286,0.307031305714286
"1016","July",1999,"Shark","Erimyzon sucetta","Lake chubsucker","warm",1.5520300125,0.221718575
"1017","April",2000,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.458906166,0.065558024
"1018","December",2000,"Shark","Erimyzon sucetta","Lake chubsucker","warm",1.668525922,0.238360844
"1019","February",2000,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.0341323542857143,0.00487605
"1020","July",2000,"Shark","Erimyzon sucetta","Lake chubsucker","warm",1.802783695,0.25754053
"1021","October",2000,"Shark","Erimyzon sucetta","Lake chubsucker","warm",3.409366122,0.487052304
"1022","December",2002,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.017870565,0.00255294
"1023","April",2003,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.16523639,0.023605195
"1024","July",2003,"Shark","Erimyzon sucetta","Lake chubsucker","warm",1.824192285,0.2605989
"1025","October",2003,"Shark","Erimyzon sucetta","Lake chubsucker","warm",3.99398575,0.57056939
"1026","April",2004,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.0924064166666667,0.0132009166666667
"1027","February",2004,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.213827845,0.030546835
"1028","October",2004,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.13227962,0.01889709
"1029","April",2005,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.11063038,0.02212608
"1030","February",2005,"Shark","Erimyzon sucetta","Lake chubsucker","warm",0.0500414671428571,0.00714878285714286
"1031","July",1996,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.30515474,0.04359353
"1032","April",1997,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.12666019,0.01809431
"1033","December",1997,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.02255473,0.0032221
"1034","February",1997,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.01714527,0.002449326
"1035","April",1998,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.31308254875,0.0447260775
"1036","December",1998,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.61970545,0.08852935
"1037","February",1998,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.09233616,0.0131908775
"1038","July",1998,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.593434136666667,0.0847763066666667
"1039","February",1999,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.34392623,0.0491323175
"1040","April",2000,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.06940273,0.00991468
"1041","December",2000,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.144648,0.020664
"1042","February",2000,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.017134315,0.00244776
"1043","October",2000,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.09085583,0.0129794
"1044","April",2003,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.09612245,0.01922449
"1045","February",2003,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.01662894,0.00332579
"1046","April",2004,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.088318575,0.017663715
"1047","December",2004,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.0055514,0.00079306
"1048","February",2004,"Taylor","Erimyzon sucetta","Lake chubsucker","warm",0.011495995,0.0022992
"1049","July",1999,"Shark","Micropterus salmoides","Largemouth bass","warm",5.4082622,0.77260889
"1050","May",1996,"Taylor","Micropterus salmoides","Largemouth bass","warm",0.02558319,0.00365474
"1051","October",2000,"Taylor","Micropterus salmoides","Largemouth bass","warm",0.00429078,0.00061297
"1052","May",1996,"Taylor","Fundulus similis","Longnose killifish","warm",-9999,-9999
"1053","April",1996,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",1.436952895,0.205278985
"1054","February",1996,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",34.91031089,4.98718727333333
"1055","July",1996,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",28.51816053,4.07402293
"1056","December",1997,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",0.734728203333333,0.104961173333333
"1057","July",1997,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",1.2273931575,0.17534188
"1058","October",1997,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",0.79510383,0.11358626
"1059","April",1998,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",3.21378113,0.45911159
"1060","December",1998,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",2.1186102,0.3026586
"1061","February",1998,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",3.63040844,0.51862978
"1062","July",1998,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",0.74009001,0.10572714
"1063","October",1998,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",0.61379772,0.08768539
"1064","December",1999,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",0.664522365,0.094931765
"1065","February",1999,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",2.72213087,0.38887584
"1066","July",1999,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",0.10732249,0.01533178
"1067","April",2000,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",1.61623108,0.23089015
"1068","December",2000,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",8.53827049333333,1.21975292666667
"1069","February",2000,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",1.14806051,0.164008645
"1070","July",2000,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",0.230080235,0.032868605
"1071","October",2000,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",1.48442917666667,0.21206131
"1072","December",2001,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",1.20574974,0.172249965
"1073","September",2001,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",0.287150555,0.04102151
"1074","December",2002,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",3.974365543,0.567766506
"1075","July",2002,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",0.56495994625,0.08070856375
"1076","October",2002,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",6.472113745,0.9245876775
"1077","April",2003,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",7.54717088,1.07816727
"1078","December",2003,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",3.24405732545455,0.463436760909091
"1079","July",2003,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",3.015770734,0.43082439
"1080","October",2003,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",1.49622800272727,0.213746856363636
"1081","April",2004,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",1.55598632,0.22228376
"1082","February",2004,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",2.03575929888889,0.290822757777778
"1083","July",2004,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",0.39452239,0.05636034
"1084","October",2004,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",0.781479445714286,0.11163992
"1085","February",2005,"Shark","Cichlasoma urophthalmus","Mayan cichlid","warm",0.36084145,0.05154878
"1086","December",1996,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.54390661,0.07770094
"1087","July",1996,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.0706560666666667,0.0100937266666667
